uniqueID,sample,year,sitecode,species_4code_IBP,territories,orig_site_name,revised_site_name,dominant_ELC_site_type,dominant_ELC_site_code,site_size_ha,lat_dd,long_dd,siteform,sp_common_name_uppercase_IBP,sp_scientific_name_IBP,species_4code_IBP,species_6code_IBP,species_4code_LPBBC,BOTW_reference,sp_weight_g,weight_reference,habitat_guild_BOTW,food_item_BOTW,nest_guild_BOTW,forage_behavior_BOTW,conservation_status_BOTW,food_foraging_guild_degraaf,habitat_foraging_guild_degraaf,behaviour_foraging_guild_degraaf,sp_common_name_uppercase_NHIC,sp_scientific_name_NHIC,sp_common_name_lowercase_NHIC,sp_common_name_noun_NHIC,sp_common_name_sentence_NHIC,sp_author_NHIC,sp_french_name_NHIC,sp_common_name_AOS,sp_french_name_AOS,sp_order_AOS,sp_family_AOS,sp_subfamily_name_AOS,sp_genus_AOS,sp_scientific_name_AOS,status_introduced_AOS,sp_common_name_PFN,sp_Ojibwe_name_PFN,sp_name_meaning_PFN,sp_latin_name_PFN,Breeding.Biome,Winter.Biome,Family,bird.group,Migrate,AI,native,popest,popestlci,popestuci,first_year_popest,last_year_popest,Pop.source,Trajectory_data_source,Trajectory_firstyear,Trajectory_lastyear,Loss_med,Loss_lci,Loss_uci,Loss_lqrt,Loss_uqrt,PopUsCa,PopLC95,PopUC95,TimeAdj.meanlog,TimeAdj.sdlog,Distance Adj.,Pair Adj.
1991_DCJS_RWBL,1991_DCJS,1991,DCJS,RWBL,1,Dry Cottonwood-Juniper Savannah,Dry Cottonwood - Juniper Savannah,Open Sand Barren and Dune,SDO,11.3,42.54345167,-80.11407278,Terrestrial,Red-winged Blackbird,Agelaius phoeniceus,RWBL,AGEPHO,RWBL,"Yasukawa, K., & Searcy, W. A. (2020). Red-winged Blackbird (Agelaius phoeniceus), version 1.0. Birds of the World. https://doi.org/10.2173/bow.rewbla.01species_shared.bow.project_name",58.02,Birds of the World,marshes,insects,shrub,ground forager,low concern,Omnivore,ground,forage,Red-winged Blackbird,Agelaius phoeniceus,red-winged blackbird,red-winged blackbird,Red-winged blackbird,"(Linnaeus, 1766)",Carouge à épaulettes,Red-winged Blackbird,Carouge à épaulettes,Passeriformes,Icteridae,Agelaiinae,Agelaius,Agelaius phoeniceus,0,0,0,0,0,Habitat Generalist,Temperate North America,Icteridae,landbird,M,other,native,172973570,154908749,196698929,2006,2015,PIF0615,BBS7017,1970,2017,92754827.79,77318657.23,109047181,87286801.73,98222647.17,172973569.9,154908748.5,196698928.5,0.294722634,0.048341194,200,1.25
1991_DCSD_RWBL,1991_DCSD,1991,DCSD,RWBL,4,Dry Cottonwood Sand Dune,Dry Cottonwood Sand Dune,Shrub Shoreline,SHS,10.2,42.54046694,-80.15556778,Terrestrial,Red-winged Blackbird,Agelaius phoeniceus,RWBL,AGEPHO,RWBL,"Yasukawa, K., & Searcy, W. A. (2020). Red-winged Blackbird (Agelaius phoeniceus), version 1.0. Birds of the World. https://doi.org/10.2173/bow.rewbla.01species_shared.bow.project_name",58.02,Birds of the World,marshes,insects,shrub,ground forager,low concern,Omnivore,ground,forage,Red-winged Blackbird,Agelaius phoeniceus,red-winged blackbird,red-winged blackbird,Red-winged blackbird,"(Linnaeus, 1766)",Carouge à épaulettes,Red-winged Blackbird,Carouge à épaulettes,Passeriformes,Icteridae,Agelaiinae,Agelaius,Agelaius phoeniceus,0,0,0,0,0,Habitat Generalist,Temperate North America,Icteridae,landbird,M,other,native,172973570,154908749,196698929,2006,2015,PIF0615,BBS7017,1970,2017,92754827.79,77318657.23,109047181,87286801.73,98222647.17,172973569.9,154908748.5,196698928.5,0.294722634,0.048341194,200,1.25
1991_DCSD_EAKI,1991_DCSD,1991,DCSD,EAKI,3.5,Dry Cottonwood Sand Dune,Dry Cottonwood Sand Dune,Shrub Shoreline,SHS,10.2,42.54046694,-80.15556778,Terrestrial,Eastern Kingbird,Tyrannus tyrannus,EAKI,TYRTYR,EAKI,"Murphy, M. T., & Pyle, P. (2020). Eastern Kingbird (Tyrannus tyrannus), version 1.0. Birds of the World. https://doi.org/10.2173/bow.easkin.01species_shared.bow.project_name",39.5,Long Point Bird Observatory,grasslands,insects,tree,flycatching,low concern,Insectivore,air,sallier,Eastern Kingbird,Tyrannus tyrannus,eastern kingbird,eastern kingbird,Eastern kingbird,"(Linnaeus, 1758)",Tyran tritri,Eastern Kingbird,Tyran tritri,Passeriformes,Tyrannidae,Tyranninae,Tyrannus,Tyrannus tyrannus,0,0,0,0,0,Grassland,South America,Tyrannidae,landbird,M,AI,native,25924168,24123810,27704273,2006,2015,PIF0615,BBS7017,1970,2017,17516040.08,15312357.16,19904184.33,16740968.55,18314825.8,25924167.79,24123809.5,27704273,0.144573269,0.008622775,125,1.75
1991_DCSD_TRES,1991_DCSD,1991,DCSD,TRES,3.5,Dry Cottonwood Sand Dune,Dry Cottonwood Sand Dune,Shrub Shoreline,SHS,10.2,42.54046694,-80.15556778,Terrestrial,Tree Swallow,Tachycineta bicolor,TRES,TACBIC,TRES,"Winkler, D. W., Hallinger, K. K., Ardia, D. R., Robertson, R. J., Stutchbury, B. J., & Cohen, R. R. (2020). Tree Swallow (Tachycineta bicolor), version 1.0. Birds of the World. https://doi.org/10.2173/bow.treswa.01species_shared.bow.project_name",21.55,Long Point Bird Observatory,lakes and ponds,insects,cavity,aerial forager,low concern,Insectivore,air,screener,Tree Swallow,Tachycineta bicolor,tree swallow,tree swallow,Tree swallow,"(Vieillot, 1808)",Hirondelle bicolore,Tree Swallow,Hirondelle bicolore,Passeriformes,Hirundinidae,Hirundininae,Tachycineta,Tachycineta bicolor,0,0,0,0,0,Habitat Generalist,Widespread,Hirundinidae,landbird,M,AI,native,18581775,16732180,20563777,2006,2015,PIF0615,BBS7017,1970,2017,12732185.49,10394535.39,15211117.96,11947497.3,13571231.65,18581775.27,16732180,20563777,0.136023938,0.016419183,200,1.75
1991_DCSD_CHSP,1991_DCSD,1991,DCSD,CHSP,2,Dry Cottonwood Sand Dune,Dry Cottonwood Sand Dune,Shrub Shoreline,SHS,10.2,42.54046694,-80.15556778,Terrestrial,Chipping Sparrow,Spizella passerina,CHSP,SPIPAS,CHSP,"Middleton, A. L. (2020). Chipping Sparrow (Spizella passerina), version 1.0. Birds of the World. https://doi.org/10.2173/bow.chispa.01species_shared.bow.project_name",12.18,Long Point Bird Observatory,open woodlands,seeds,shrub,ground forager,low concern,Omnivore,ground,forage,Chipping Sparrow,Spizella passerina,chipping sparrow,chipping sparrow,Chipping sparrow,"(Bechstein, 1798)",Bruant familier,Chipping Sparrow,Bruant familier,Passeriformes,Passerellidae,0,Spizella,Spizella passerina,0,0,0,0,0,Forest Generalist,Temperate North America,Passerellidae,landbird,M,other,native,230957566,213377234,249914852,2006,2015,PIF0615,BBS7017,1970,2017,79503437.13,60736278.11,98183879.99,72857128.71,86031359.57,230957566,213377233.5,249914851.5,0.695273332,0.023465322,125,2
1991_DCSD_FISP,1991_DCSD,1991,DCSD,FISP,1,Dry Cottonwood Sand Dune,Dry Cottonwood Sand Dune,Shrub Shoreline,SHS,10.2,42.54046694,-80.15556778,Terrestrial,Field Sparrow,Spizella pusilla,FISP,SPIPUS,FISP,"Carey, M., Burhans, D. E., & Nelson, D. A. (2020). Field Sparrow (Spizella pusilla), version 1.0. Birds of the World. https://doi.org/10.2173/bow.fiespa.01species_shared.bow.project_name",12.04,Long Point Bird Observatory,scrub,insects,ground,ground forager,common bird in steep decline,Omnivore,ground,forage,Field Sparrow,Spizella pusilla,field sparrow,field sparrow,Field sparrow,"(Wilson, 1810)",Bruant des champs,Field Sparrow,Bruant des champs,Passeriformes,Passerellidae,0,Spizella,Spizella pusilla,0,0,0,0,0,Eastern Forest,Temperate North America,Passerellidae,landbird,M,other,native,9333611,8343751,10393211,2006,2015,PIF0615,BBS7017,1970,2017,16311718.95,14318722.81,18466928.12,15619987.63,17003536.32,9333610.712,8343751,10393211,0.080762136,0.009480465,200,2
1991_DCSD_NHWR,1991_DCSD,1991,DCSD,NHWR,1,Dry Cottonwood Sand Dune,Dry Cottonwood Sand Dune,Shrub Shoreline,SHS,10.2,42.54046694,-80.15556778,Terrestrial,Northern House Wren,Troglodytes aedon,NHWR,TROAED,HOWR,"Johnson, L. S. (2020). House Wren (Troglodytes aedon), version 1.0. Birds of the World. https://doi.org/10.2173/bow.houwre.01species_shared.bow.project_name",10.67,Birds of the World,scrub,insects,cavity,foliage gleaner,low concern,Insectivore,lower-canopy,gleaner,House Wren,Troglodytes aedon,house wren,house wren,House wren,"(Vieillot, 1809)",Troglodyte familier,House Wren,Troglodyte familier,Passeriformes,Troglodytidae,0,Troglodytes,Troglodytes aedon,0,House wren,O-du-na'-mis-sug-ud-da-we'-shi ,"Making a big noise for its size, not distinguished from winter wren",Troglodytes aedon,Forest Generalist,Temperate North America,Troglodytidae,landbird,M,other,native,43318358,39758949,47473572,2006,2015,PIF0615,BBS7017,1970,2017,-6013778.814,-10036719.82,-2356280.051,-7353318.35,-4734259.512,Missing,0,0,0,0,0,0
1991_DCSD_BAOR,1991_DCSD,1991,DCSD,BAOR,0.5,Dry Cottonwood Sand Dune,Dry Cottonwood Sand Dune,Shrub Shoreline,SHS,10.2,42.54046694,-80.15556778,Terrestrial,Baltimore Oriole,Icterus galbula,BAOR,ICTGAL,BAOR,"Rising, J. D., & Flood, N. J. (2020). Baltimore Oriole (Icterus galbula), version 1.0. Birds of the World. https://doi.org/10.2173/bow.balori.01species_shared.bow.project_name",34.12,Long Point Bird Observatory,forests,insects,tree,foliage gleaner,low concern,Omnivore,upper-canopy,forager,Baltimore Oriole,Icterus galbula,baltimore oriole,Baltimore oriole,Baltimore oriole,"(Linnaeus, 1758)",Oriole de Baltimore,Baltimore Oriole,Oriole de Baltimore,Passeriformes,Icteridae,Icterinae,Icterus,Icterus galbula,0,Baltimore Oriole,"Wa-do'-pi-bi-ne'-shi, Wadopi bineshi ",Poplar or willow bird; from its nesting on the boughs of these trees,Icterrus galbula,Eastern Forest,Widespread Neotropical,Icteridae,landbird,M,other,native,11806532,10808329,12963225,2006,2015,PIF0615,BBS7017,1970,2017,8601410.806,7298291.343,10020637.07,8136466.436,9067441.416,11806531.88,10808328.5,12963225,0.141448158,0.008339067,125,1.75
1991_IDSS_TRES,1991_IDSS,1991,IDSS,TRES,6,Integrating Dune Swale Savannah,Intergrading Dune - Swale Savannah,Treed Sand Barren,SDT,10.9,42.54668694,-80.0616625,Terrestrial,Tree Swallow,Tachycineta bicolor,TRES,TACBIC,TRES,"Winkler, D. W., Hallinger, K. K., Ardia, D. R., Robertson, R. J., Stutchbury, B. J., & Cohen, R. R. (2020). Tree Swallow (Tachycineta bicolor), version 1.0. Birds of the World. https://doi.org/10.2173/bow.treswa.01species_shared.bow.project_name",21.55,Long Point Bird Observatory,lakes and ponds,insects,cavity,aerial forager,low concern,Insectivore,air,screener,Tree Swallow,Tachycineta bicolor,tree swallow,tree swallow,Tree swallow,"(Vieillot, 1808)",Hirondelle bicolore,Tree Swallow,Hirondelle bicolore,Passeriformes,Hirundinidae,Hirundininae,Tachycineta,Tachycineta bicolor,0,0,0,0,0,Habitat Generalist,Widespread,Hirundinidae,landbird,M,AI,native,18581775,16732180,20563777,2006,2015,PIF0615,BBS7017,1970,2017,12732185.49,10394535.39,15211117.96,11947497.3,13571231.65,18581775.27,16732180,20563777,0.136023938,0.016419183,200,1.75
1991_IDSS_CHSP,1991_IDSS,1991,IDSS,CHSP,5,Integrating Dune Swale Savannah,Intergrading Dune - Swale Savannah,Treed Sand Barren,SDT,10.9,42.54668694,-80.0616625,Terrestrial,Chipping Sparrow,Spizella passerina,CHSP,SPIPAS,CHSP,"Middleton, A. L. (2020). Chipping Sparrow (Spizella passerina), version 1.0. Birds of the World. https://doi.org/10.2173/bow.chispa.01species_shared.bow.project_name",12.18,Long Point Bird Observatory,open woodlands,seeds,shrub,ground forager,low concern,Omnivore,ground,forage,Chipping Sparrow,Spizella passerina,chipping sparrow,chipping sparrow,Chipping sparrow,"(Bechstein, 1798)",Bruant familier,Chipping Sparrow,Bruant familier,Passeriformes,Passerellidae,0,Spizella,Spizella passerina,0,0,0,0,0,Forest Generalist,Temperate North America,Passerellidae,landbird,M,other,native,230957566,213377234,249914852,2006,2015,PIF0615,BBS7017,1970,2017,79503437.13,60736278.11,98183879.99,72857128.71,86031359.57,230957566,213377233.5,249914851.5,0.695273332,0.023465322,125,2
1991_IDSS_EUST,1991_IDSS,1991,IDSS,EUST,5,Integrating Dune Swale Savannah,Intergrading Dune - Swale Savannah,Treed Sand Barren,SDT,10.9,42.54668694,-80.0616625,Terrestrial,European Starling,Sturnus vulgaris,EUST,STUVUL,EUST,"Cabe, P. R. (2020). European Starling (Sturnus vulgaris), version 1.0. Birds of the World. https://doi.org/10.2173/bow.eursta.01species_shared.bow.project_name",77.07,Birds of the World,towns,insects,cavity,ground forager,low concern,Omnivore,ground,forager,European Starling,Sturnus vulgaris,european starling,european starling,European starling,"(Linnaeus, 1758)",Étourneau sansonnet,European Starling,Étourneau sansonnet,Passeriformes,Sturnidae,0,Sturnus,Sturnus vulgaris,I,0,0,0,0,Introduced,Introduced,Sturnidae,other,Introduced,other,Introduced,93371907,85941592,102256039,2006,2015,PIF0615,BBS7017,1970,2017,83350978.13,72594864.68,94770107,79563581.94,87124508.54,93371906.9,85941592,102256038.5,0.455644428,0.068393305,200,1
1991_IDSS_SOSP,1991_IDSS,1991,IDSS,SOSP,5,Integrating Dune Swale Savannah,Intergrading Dune - Swale Savannah,Treed Sand Barren,SDT,10.9,42.54668694,-80.0616625,Terrestrial,Song Sparrow,Melospiza melodia,SOSP,MELMEL,SOSP,"Arcese, P., Sogge, M. K., Marr, A. B., & Patten, M. A. (2020). Song Sparrow (Melospiza melodia), version 1.0. Birds of the World. https://doi.org/10.2173/bow.sonspa.01species_shared.bow.project_name",20.68,Birds of the World,open woodlands,insects,shrub,ground forager,low concern,Omnivore,lower-canopyforager,ground,Song Sparrow,Melospiza melodia,song sparrow,song sparrow,Song sparrow,"(Wilson, 1810)",Bruant chanteur,Song Sparrow,Bruant chanteur,Passeriformes,Passerellidae,0,Melospiza,Melospiza melodia,0,0,0,0,0,Habitat Generalist,Temperate North America,Passerellidae,landbird,M,other,native,126053605,118934257,133938545,2006,2015,PIF0615,BBS7017,1970,2017,55082452.28,44568048.84,65846626.07,51610368.03,58699961.08,126053605,118934257,133938545,0.377871011,0.025177923,125,2
1991_IDSS_EAKI,1991_IDSS,1991,IDSS,EAKI,3,Integrating Dune Swale Savannah,Intergrading Dune - Swale Savannah,Treed Sand Barren,SDT,10.9,42.54668694,-80.0616625,Terrestrial,Eastern Kingbird,Tyrannus tyrannus,EAKI,TYRTYR,EAKI,"Murphy, M. T., & Pyle, P. (2020). Eastern Kingbird (Tyrannus tyrannus), version 1.0. Birds of the World. https://doi.org/10.2173/bow.easkin.01species_shared.bow.project_name",39.5,Long Point Bird Observatory,grasslands,insects,tree,flycatching,low concern,Insectivore,air,sallier,Eastern Kingbird,Tyrannus tyrannus,eastern kingbird,eastern kingbird,Eastern kingbird,"(Linnaeus, 1758)",Tyran tritri,Eastern Kingbird,Tyran tritri,Passeriformes,Tyrannidae,Tyranninae,Tyrannus,Tyrannus tyrannus,0,0,0,0,0,Grassland,South America,Tyrannidae,landbird,M,AI,native,25924168,24123810,27704273,2006,2015,PIF0615,BBS7017,1970,2017,17516040.08,15312357.16,19904184.33,16740968.55,18314825.8,25924167.79,24123809.5,27704273,0.144573269,0.008622775,125,1.75
1991_IDSS_KILL,1991_IDSS,1991,IDSS,KILL,3,Integrating Dune Swale Savannah,Intergrading Dune - Swale Savannah,Treed Sand Barren,SDT,10.9,42.54668694,-80.0616625,Terrestrial,Killdeer,Charadrius vociferus,KILL,CHAVOC,KILL,"Jackson, B. J., & Jackson, J. A. (2020). Killdeer (Charadrius vociferus), version 1.0. Birds of the World. https://doi.org/10.2173/bow.killde.01species_shared.bow.project_name",58.63,Long Point Bird Observatory,grasslands,insects,ground,ground forager,low concern,Insectivore,ground,gleaner,Killdeer,Charadrius vociferus,killdeer,killdeer,Killdeer,"(Linnaeus, 1758)",Pluvier kildir,Killdeer,Pluvier kildir,Charadriiformes,Charadriidae,Charadriinae,Charadrius,Charadrius vociferus,0,Killdeer,Mus-ko-de'-chi-ji'-twish-ki-wen',big prairie sandpiper,Oxyechus vociferus,Habitat Generalist,Widespread,Charadriidae,shorebird,M,other,native,2000000,800000,5000000,2011,2013,Shoreb12,BBS7017,1970,2017,1040696.862,0.561577308,2162056.544,666954.9784,1415029.206,Missing,0,0,0,0,0,0
1991_IDSS_RWBL,1991_IDSS,1991,IDSS,RWBL,2.5,Integrating Dune Swale Savannah,Intergrading Dune - Swale Savannah,Treed Sand Barren,SDT,10.9,42.54668694,-80.0616625,Terrestrial,Red-winged Blackbird,Agelaius phoeniceus,RWBL,AGEPHO,RWBL,"Yasukawa, K., & Searcy, W. A. (2020). Red-winged Blackbird (Agelaius phoeniceus), version 1.0. Birds of the World. https://doi.org/10.2173/bow.rewbla.01species_shared.bow.project_name",58.02,Birds of the World,marshes,insects,shrub,ground forager,low concern,Omnivore,ground,forage,Red-winged Blackbird,Agelaius phoeniceus,red-winged blackbird,red-winged blackbird,Red-winged blackbird,"(Linnaeus, 1766)",Carouge à épaulettes,Red-winged Blackbird,Carouge à épaulettes,Passeriformes,Icteridae,Agelaiinae,Agelaius,Agelaius phoeniceus,0,0,0,0,0,Habitat Generalist,Temperate North America,Icteridae,landbird,M,other,native,172973570,154908749,196698929,2006,2015,PIF0615,BBS7017,1970,2017,92754827.79,77318657.23,109047181,87286801.73,98222647.17,172973569.9,154908748.5,196698928.5,0.294722634,0.048341194,200,1.25
1991_IDSS_NOMO,1991_IDSS,1991,IDSS,NOMO,2,Integrating Dune Swale Savannah,Intergrading Dune - Swale Savannah,Treed Sand Barren,SDT,10.9,42.54668694,-80.0616625,Terrestrial,Northern Mockingbird,Mimus polyglottos,NOMO,MIMPOL,NOMO,"Farnsworth, G., Londono, G. A., Martin, J. U., Derrickson, K. C., & Breitwisch, R. (2020). Northern Mockingbird (Mimus polyglottos), version 1.0. Birds of the World. https://doi.org/10.2173/bow.normoc.01species_shared.bow.project_name",48.05,Long Point Bird Observatory,towns,omnivore,shrub,ground forager,low concern,Omnivore,ground,forager,Northern Mockingbird,Mimus polyglottos,northern mockingbird,northern mockingbird,Northern mockingbird,"(Linnaeus, 1758)",Moqueur polyglotte,Northern Mockingbird,Moqueur polyglotte,Passeriformes,Mimidae,0,Mimus,Mimus polyglottos,0,0,0,0,0,Habitat Generalist,Temperate North America,Mimidae,landbird,M,other,native,33748673,30589410,37047818,2006,2015,PIF0615,BBS7017,1970,2017,10508038.39,7913822.776,13219745.83,9603651.306,11437382.37,33748673.11,30589410,37047817.5,0.099038838,0.013748544,200,1.5
1991_IDSS_BOBO,1991_IDSS,1991,IDSS,BOBO,1,Integrating Dune Swale Savannah,Intergrading Dune - Swale Savannah,Treed Sand Barren,SDT,10.9,42.54668694,-80.0616625,Terrestrial,Bobolink,Dolichonyx oryzivorus,BOBO,DOLORY,BOBO,"Renfrew, R., Strong, A. M., Perlut, N. G., Martin, S. G., & Gavin, T. A. (2020). Bobolink (Dolichonyx oryzivorus), version 1.0. Birds of the World. https://doi.org/10.2173/bow.boboli.01species_shared.bow.project_name",31.91,Long Point Bird Observatory,grasslands,seeds,ground,ground forager,declining,Omnivore,ground,forager,Bobolink,Dolichonyx oryzivorus,bobolink,bobolink,Bobolink,"(Linnaeus, 1758)",Goglu des prés,Bobolink,Goglu des prés,Passeriformes,Icteridae,Dolichonychinae,Dolichonyx,Dolichonyx oryzivorus,0,Bobolink,"Shi-ka'-go-bi-ne'-shi, Shikago bineshi","Chicago black bird, that is skunk bird, from white stripe down the middle of the back",Dolichonyx oryzivorus ,Grassland,South America,Icteridae,landbird,M,other,native,10195298,8796086,11917384,2006,2015,PIF0615,BBS7017,1970,2017,15777560.73,12973014.94,18704343.36,14817756.2,16756539.77,10195298.06,8796086,11917383.5,0.240408992,0.018723365,200,1.75
1991_IDSS_MALL,1991_IDSS,1991,IDSS,MALL,1,Integrating Dune Swale Savannah,Intergrading Dune - Swale Savannah,Treed Sand Barren,SDT,10.9,42.54668694,-80.0616625,Terrestrial,Mallard,Anas platyrhynchos,MALL,ANAPLA,MALL,"Drilling, N., Titman, R. D., & McKinney, F. (2020). Mallard (Anas platyrhynchos), version 1.0. Birds of the World. https://doi.org/10.2173/bow.mallar3.01species_shared.bow.project_name",1113,Birds of the World,lakes and ponds,omnivore,ground,dabbler,low concern,Granivore,ground,gleaner,Mallard,Anas platyrhynchos,mallard,mallard,Mallard,"(Linnaeus, 1758)",Canard colvert,Mallard,Canard colvert,Anseriformes,Anatidae,Anatinae,Anas,Anas platyrhynchos,0,Mallard,I-ni'-ni-shib,man duck. Shib is the ending meaning Duck. The female mallard is called Wab'-i-ni-ni-shib' which means white mallard,0,Wetland,Widespread,Anatidae,waterfowl,M,other,native,11477600,10557400,12397900,2013,2017,FWS1317,FWS7017,1970,2017,-2031438.348,-4193861.069,-96565.82041,-2737642.35,-1342687.44,Missing,0,0,0,0,0,0
1991_RARO_GHOW,1991_RARO,1991,RARO,GHOW,0.25,Red Ash-Red Oak Savannah,Red Ash - Red Oak Savannah,Deciduous Woodland,WOD,13.1,42.54111889,-80.12026861,Terrestrial,Great Horned Owl,Bubo virginianus,GHOW,BUBVIR,GHOW,"Artuso, C., Houston, C. S., Smith, D. G., & Rohner, C. (2022). Great Horned Owl (Bubo virginianus), version 1.1. Birds of the World. https://doi.org/10.2173/bow.grhowl.01.1species_shared.bow.project_name",1505,Birds of the World,forests,mammals,tree,aerial dive,low concern,Carnivore,ground,hawker,Great Horned Owl,Bubo virginianus,great horned owl,great horned owl,Great horned owl,"(Gmelin, 1788)",Grand-duc d'Amérique,Great Horned Owl,Grand-duc d'Amérique,Strigiformes,Strigidae,0,Bubo,Bubo virginianus,0,Great Horned Owl ,O-tow'-i-ge-o-ko'-ko-ko-o',horned owl,Bubo virginianus,Habitat Generalist,Widespread,Strigidae,landbird,R,other,native,3784896,3310994,4288285,2006,2015,PIF0615,BBS7017,1970,2017,527838.3646,169392.6535,873174.1969,407990.5842,644859.0379,3784896.465,3310993.5,4288284.5,2.450156066,0.003001912,300,2
1991_RARO_RWBL,1991_RARO,1991,RARO,RWBL,18,Red Ash-Red Oak Savannah,Red Ash - Red Oak Savannah,Deciduous Woodland,WOD,13.1,42.54111889,-80.12026861,Terrestrial,Red-winged Blackbird,Agelaius phoeniceus,RWBL,AGEPHO,RWBL,"Yasukawa, K., & Searcy, W. A. (2020). Red-winged Blackbird (Agelaius phoeniceus), version 1.0. Birds of the World. https://doi.org/10.2173/bow.rewbla.01species_shared.bow.project_name",58.02,Birds of the World,marshes,insects,shrub,ground forager,low concern,Omnivore,ground,forage,Red-winged Blackbird,Agelaius phoeniceus,red-winged blackbird,red-winged blackbird,Red-winged blackbird,"(Linnaeus, 1766)",Carouge à épaulettes,Red-winged Blackbird,Carouge à épaulettes,Passeriformes,Icteridae,Agelaiinae,Agelaius,Agelaius phoeniceus,0,0,0,0,0,Habitat Generalist,Temperate North America,Icteridae,landbird,M,other,native,172973570,154908749,196698929,2006,2015,PIF0615,BBS7017,1970,2017,92754827.79,77318657.23,109047181,87286801.73,98222647.17,172973569.9,154908748.5,196698928.5,0.294722634,0.048341194,200,1.25
1991_RARO_SOSP,1991_RARO,1991,RARO,SOSP,14,Red Ash-Red Oak Savannah,Red Ash - Red Oak Savannah,Deciduous Woodland,WOD,13.1,42.54111889,-80.12026861,Terrestrial,Song Sparrow,Melospiza melodia,SOSP,MELMEL,SOSP,"Arcese, P., Sogge, M. K., Marr, A. B., & Patten, M. A. (2020). Song Sparrow (Melospiza melodia), version 1.0. Birds of the World. https://doi.org/10.2173/bow.sonspa.01species_shared.bow.project_name",20.68,Birds of the World,open woodlands,insects,shrub,ground forager,low concern,Omnivore,lower-canopyforager,ground,Song Sparrow,Melospiza melodia,song sparrow,song sparrow,Song sparrow,"(Wilson, 1810)",Bruant chanteur,Song Sparrow,Bruant chanteur,Passeriformes,Passerellidae,0,Melospiza,Melospiza melodia,0,0,0,0,0,Habitat Generalist,Temperate North America,Passerellidae,landbird,M,other,native,126053605,118934257,133938545,2006,2015,PIF0615,BBS7017,1970,2017,55082452.28,44568048.84,65846626.07,51610368.03,58699961.08,126053605,118934257,133938545,0.377871011,0.025177923,125,2
1991_RARO_NHWR,1991_RARO,1991,RARO,NHWR,11.5,Red Ash-Red Oak Savannah,Red Ash - Red Oak Savannah,Deciduous Woodland,WOD,13.1,42.54111889,-80.12026861,Terrestrial,Northern House Wren,Troglodytes aedon,NHWR,TROAED,HOWR,"Johnson, L. S. (2020). House Wren (Troglodytes aedon), version 1.0. Birds of the World. https://doi.org/10.2173/bow.houwre.01species_shared.bow.project_name",10.67,Birds of the World,scrub,insects,cavity,foliage gleaner,low concern,Insectivore,lower-canopy,gleaner,House Wren,Troglodytes aedon,house wren,house wren,House wren,"(Vieillot, 1809)",Troglodyte familier,House Wren,Troglodyte familier,Passeriformes,Troglodytidae,0,Troglodytes,Troglodytes aedon,0,House wren,O-du-na'-mis-sug-ud-da-we'-shi ,"Making a big noise for its size, not distinguished from winter wren",Troglodytes aedon,Forest Generalist,Temperate North America,Troglodytidae,landbird,M,other,native,43318358,39758949,47473572,2006,2015,PIF0615,BBS7017,1970,2017,-6013778.814,-10036719.82,-2356280.051,-7353318.35,-4734259.512,Missing,0,0,0,0,0,0
1991_RARO_YEWA,1991_RARO,1991,RARO,YEWA,9.5,Red Ash-Red Oak Savannah,Red Ash - Red Oak Savannah,Deciduous Woodland,WOD,13.1,42.54111889,-80.12026861,Terrestrial,Yellow Warbler,Setophaga petechia,YEWA,SETPET,YWAR,"Lowther, P. E., Celada, C., Klein, N. K., Rimmer, C. C., & Spector, D. A. (2020). Yellow Warbler (Setophaga petechia), version 1.0. Birds of the World. https://doi.org/10.2173/bow.yelwar.01species_shared.bow.project_name",9.73,Long Point Bird Observatory,open woodlands,insects,shrub,foliage gleaner,low concern,Insectivore,lower-canopy,gleaner,Yellow Warbler,Setophaga petechia,yellow warbler,yellow warbler,Yellow warbler,"(Linnaeus, 1766)",Paruline jaune,Yellow Warbler,Paruline jaune,Passeriformes,Parulidae,0,Setophaga,Setophaga petechia,0,0,0,0,0,Forest Generalist,Widespread Neotropical,Parulidae,landbird,M,other,native,92640979,83231903,102629283,2006,2015,PIF0615,BBS7017,1970,2017,30516332.67,22777261.24,38840679.84,27767230.55,33373984.04,92640979.34,83231903,102629282.5,0.100828316,0.012896374,125,2
