monitoring_year,site_code,sp_code4,number_territories,monitoring_biomass_g,sitetype,sitesize,woodbelowbrowse,woodabovebrowse
2021,RARO,AMRE,3.00,24.88,terrestrial,13.10,733.00,22.00
2021,RARO,AMRO,2.00,156.18,terrestrial,13.10,733.00,22.00
2021,RARO,AMWO,1.00,161.17,terrestrial,13.10,733.00,22.00
2021,RARO,BAOR,4.00,136.48,terrestrial,13.10,733.00,22.00
2021,RARO,BCCH,1.00,10.76,terrestrial,13.10,733.00,22.00
2021,RARO,BGGN,1.00,6.02,terrestrial,13.10,733.00,22.00
2021,RARO,BHCO,3.00,139.00,terrestrial,13.10,733.00,22.00
2021,RARO,BLJA,1.00,85.46,terrestrial,13.10,733.00,22.00
2021,RARO,COGR,2.00,221.11,terrestrial,13.10,733.00,22.00
2021,RARO,COYE,11.50,120.24,terrestrial,13.10,733.00,22.00
2021,RARO,DOWO,1.00,26.91,terrestrial,13.10,733.00,22.00
2021,RARO,EAKI,3.50,138.27,terrestrial,13.10,733.00,22.00
2021,RARO,EASO,1.00,152.30,terrestrial,13.10,733.00,22.00
2021,RARO,EATO,1.00,38.94,terrestrial,13.10,733.00,22.00
2021,RARO,EAWP,4.50,63.45,terrestrial,13.10,733.00,22.00
2021,RARO,EUST,1.00,77.07,terrestrial,13.10,733.00,22.00
2021,RARO,EWPW,2.00,106.80,terrestrial,13.10,733.00,22.00
2021,RARO,FISP,2.00,24.07,terrestrial,13.10,733.00,22.00
2021,RARO,GCFL,3.00,104.11,terrestrial,13.10,733.00,22.00
2021,RARO,GRCA,4.00,142.74,terrestrial,13.10,733.00,22.00
2021,RARO,NHWR,20.50,218.80,terrestrial,13.10,733.00,22.00
2021,RARO,INBU,2.50,35.66,terrestrial,13.10,733.00,22.00
2021,RARO,LEFL,1.00,10.06,terrestrial,13.10,733.00,22.00
2021,RARO,MODO,1.50,197.28,terrestrial,13.10,733.00,22.00
2021,RARO,NOCA,1.00,42.03,terrestrial,13.10,733.00,22.00
2021,RARO,REVI,6.00,103.71,terrestrial,13.10,733.00,22.00
2021,RARO,RWBL,16.50,957.33,terrestrial,13.10,733.00,22.00
2021,RARO,SOSP,1.00,20.68,terrestrial,13.10,733.00,22.00
2021,RARO,SWSP,0.25,4.10,terrestrial,13.10,733.00,22.00
2021,RARO,TRES,5.00,107.74,terrestrial,13.10,733.00,22.00
2021,RARO,WAVI,5.00,67.36,terrestrial,13.10,733.00,22.00
2021,RARO,WBNU,0.50,10.34,terrestrial,13.10,733.00,22.00
2021,RARO,WITU,0.50,2065.00,terrestrial,13.10,733.00,22.00
2021,RARO,YBCU,1.00,58.38,terrestrial,13.10,733.00,22.00
2021,RARO,YEWA,28.00,272.52,terrestrial,13.10,733.00,22.00
1991,ROIS,AGOL,4.00,51.35,terrestrial,9.20,to delete,to delete
1991,ROIS,AMRE,3.00,24.88,terrestrial,9.20,to delete,to delete
1991,ROIS,AMRO,1.00,78.09,terrestrial,9.20,to delete,to delete
1991,ROIS,BAOR,5.50,187.66,terrestrial,9.20,to delete,to delete
1991,ROIS,BCCH,3.00,32.29,terrestrial,9.20,to delete,to delete
1991,ROIS,BHCO,3.00,139.00,terrestrial,9.20,to delete,to delete
1991,ROIS,CARW,1.00,19.47,terrestrial,9.20,to delete,to delete
1991,ROIS,CEDW,1.00,33.10,terrestrial,9.20,to delete,to delete
1991,ROIS,COGR,5.50,608.06,terrestrial,9.20,to delete,to delete
1991,ROIS,COYE,9.00,94.10,terrestrial,9.20,to delete,to delete
1991,ROIS,DOWO,2.50,67.27,terrestrial,9.20,to delete,to delete
1991,ROIS,EAKI,7.50,296.28,terrestrial,9.20,to delete,to delete
1991,ROIS,EAWP,14.50,204.45,terrestrial,9.20,to delete,to delete
1991,ROIS,EUST,7.50,578.01,terrestrial,9.20,to delete,to delete
1991,ROIS,GCFL,2.00,69.41,terrestrial,9.20,to delete,to delete
1991,ROIS,GHOW,1.00,1505.00,terrestrial,9.20,to delete,to delete
1991,ROIS,NHWR,12.50,133.41,terrestrial,9.20,to delete,to delete
1991,ROIS,LEFL,4.00,40.22,terrestrial,9.20,to delete,to delete
1991,ROIS,NOCA,1.00,42.03,terrestrial,9.20,to delete,to delete
1991,ROIS,NOFL,0.50,63.56,terrestrial,9.20,to delete,to delete
1991,ROIS,REVI,2.00,34.57,terrestrial,9.20,to delete,to delete
1991,ROIS,RWBL,28.00,1624.56,terrestrial,9.20,to delete,to delete
1991,ROIS,SOSP,19.50,403.35,terrestrial,9.20,to delete,to delete
1991,ROIS,SWSP,1.00,16.41,terrestrial,9.20,to delete,to delete
1991,ROIS,TRES,8.00,172.39,terrestrial,9.20,to delete,to delete
1991,ROIS,WAVI,5.50,74.10,terrestrial,9.20,to delete,to delete
1991,ROIS,YEWA,11.50,111.93,terrestrial,9.20,to delete,to delete
1992,ROIS,AGOL,2.00,25.67,terrestrial,9.20,10.00,0.00
1992,ROIS,AMRE,3.00,24.88,terrestrial,9.20,10.00,0.00
1992,ROIS,AMRO,1.00,78.09,terrestrial,9.20,10.00,0.00
1992,ROIS,BAOR,6.50,221.77,terrestrial,9.20,10.00,0.00
1992,ROIS,BHCO,2.00,92.67,terrestrial,9.20,10.00,0.00
1992,ROIS,COGR,5.00,552.79,terrestrial,9.20,10.00,0.00
1992,ROIS,COYE,8.50,88.87,terrestrial,9.20,10.00,0.00
1992,ROIS,DOWO,1.00,26.91,terrestrial,9.20,10.00,0.00
1992,ROIS,EAKI,8.50,335.79,terrestrial,9.20,10.00,0.00
1992,ROIS,EAWP,9.50,133.95,terrestrial,9.20,10.00,0.00
1992,ROIS,EUST,6.50,500.94,terrestrial,9.20,10.00,0.00
1992,ROIS,GCFL,3.00,104.11,terrestrial,9.20,10.00,0.00
1992,ROIS,GHOW,0.50,752.50,terrestrial,9.20,10.00,0.00
1992,ROIS,NHWR,18.00,192.12,terrestrial,9.20,10.00,0.00
1992,ROIS,LEFL,5.00,50.28,terrestrial,9.20,10.00,0.00
1992,ROIS,MODO,2.00,263.04,terrestrial,9.20,10.00,0.00
1992,ROIS,NOFL,1.00,127.12,terrestrial,9.20,10.00,0.00
1992,ROIS,REVI,3.00,51.86,terrestrial,9.20,10.00,0.00
1992,ROIS,RTHA,1.00,1126.00,terrestrial,9.20,10.00,0.00
1992,ROIS,RWBL,24.00,1392.48,terrestrial,9.20,10.00,0.00
1992,ROIS,SOSP,14.00,289.58,terrestrial,9.20,10.00,0.00
1992,ROIS,SWSP,2.00,32.81,terrestrial,9.20,10.00,0.00
1992,ROIS,TRES,9.00,193.94,terrestrial,9.20,10.00,0.00
1992,ROIS,WAVI,5.00,67.36,terrestrial,9.20,10.00,0.00
1992,ROIS,YEWA,11.50,111.93,terrestrial,9.20,10.00,0.00
1996,ROIS,AMRE,2.50,20.73,terrestrial,9.20,26.00,0.00
1996,ROIS,AMWO,1.00,161.17,terrestrial,9.20,26.00,0.00
1996,ROIS,BAOR,3.50,119.42,terrestrial,9.20,26.00,0.00
1996,ROIS,COGR,2.00,221.11,terrestrial,9.20,26.00,0.00
1996,ROIS,COYE,14.00,146.38,terrestrial,9.20,26.00,0.00
1996,ROIS,DOWO,1.00,26.91,terrestrial,9.20,26.00,0.00
1996,ROIS,EAKI,3.00,118.51,terrestrial,9.20,26.00,0.00
1996,ROIS,EAWP,9.50,133.95,terrestrial,9.20,26.00,0.00
1996,ROIS,EUST,3.50,269.74,terrestrial,9.20,26.00,0.00
1996,ROIS,EWPW,1.00,53.40,terrestrial,9.20,26.00,0.00
1996,ROIS,GHOW,0.25,376.25,terrestrial,9.20,26.00,0.00
1996,ROIS,GRCA,1.00,35.68,terrestrial,9.20,26.00,0.00
1996,ROIS,NHWR,10.00,106.73,terrestrial,9.20,26.00,0.00
1996,ROIS,LEFL,1.00,10.06,terrestrial,9.20,26.00,0.00
1996,ROIS,MAWR,3.00,34.56,terrestrial,9.20,26.00,0.00
1996,ROIS,NOFL,1.00,127.12,terrestrial,9.20,26.00,0.00
1996,ROIS,REVI,3.00,51.86,terrestrial,9.20,26.00,0.00
1996,ROIS,RWBL,28.00,1624.56,terrestrial,9.20,26.00,0.00
1996,ROIS,SOSP,11.00,227.53,terrestrial,9.20,26.00,0.00
1996,ROIS,SWSP,4.50,73.83,terrestrial,9.20,26.00,0.00
1996,ROIS,TRES,9.00,193.94,terrestrial,9.20,26.00,0.00
1996,ROIS,WAVI,7.00,94.30,terrestrial,9.20,26.00,0.00
1996,ROIS,YEWA,18.00,175.19,terrestrial,9.20,26.00,0.00
2000,ROIS,AMRE,4.00,33.17,terrestrial,9.20,38.00,1.00
2000,ROIS,AMRO,2.00,156.18,terrestrial,9.20,38.00,1.00
2000,ROIS,AMWO,1.00,161.17,terrestrial,9.20,38.00,1.00
2000,ROIS,BAOR,4.00,136.48,terrestrial,9.20,38.00,1.00
2000,ROIS,BCCH,2.00,21.52,terrestrial,9.20,38.00,1.00
2000,ROIS,BGGN,1.00,6.02,terrestrial,9.20,38.00,1.00
2000,ROIS,BHCO,2.00,92.67,terrestrial,9.20,38.00,1.00
2000,ROIS,BLJA,1.00,85.46,terrestrial,9.20,38.00,1.00
2000,ROIS,COGR,4.00,442.23,terrestrial,9.20,38.00,1.00
2000,ROIS,COYE,13.50,141.15,terrestrial,9.20,38.00,1.00
2000,ROIS,DOWO,0.50,13.45,terrestrial,9.20,38.00,1.00
2000,ROIS,EAKI,5.00,197.52,terrestrial,9.20,38.00,1.00
2000,ROIS,EAWP,9.00,126.90,terrestrial,9.20,38.00,1.00
2000,ROIS,EUST,3.00,231.20,terrestrial,9.20,38.00,1.00
2000,ROIS,GCFL,3.00,104.11,terrestrial,9.20,38.00,1.00
2000,ROIS,GHOW,0.25,376.25,terrestrial,9.20,38.00,1.00
2000,ROIS,GRCA,4.00,142.74,terrestrial,9.20,38.00,1.00
2000,ROIS,NHWR,13.50,144.09,terrestrial,9.20,38.00,1.00
2000,ROIS,LEFL,1.00,10.06,terrestrial,9.20,38.00,1.00
2000,ROIS,MODO,2.00,263.04,terrestrial,9.20,38.00,1.00
2000,ROIS,NOCA,1.00,42.03,terrestrial,9.20,38.00,1.00
2000,ROIS,NOFL,1.00,127.12,terrestrial,9.20,38.00,1.00
2000,ROIS,REVI,4.00,69.14,terrestrial,9.20,38.00,1.00
2000,ROIS,RWBL,29.00,1682.58,terrestrial,9.20,38.00,1.00
2000,ROIS,SOSP,11.50,237.87,terrestrial,9.20,38.00,1.00
2000,ROIS,SWSP,3.50,57.42,terrestrial,9.20,38.00,1.00
2000,ROIS,TRES,10.00,215.49,terrestrial,9.20,38.00,1.00
2000,ROIS,WAVI,6.50,87.57,terrestrial,9.20,38.00,1.00
2000,ROIS,YEWA,22.00,214.12,terrestrial,9.20,38.00,1.00
2001,ROIS,AGOL,1.00,12.84,terrestrial,9.20,38.00,2.00
2001,ROIS,AMRE,4.00,33.17,terrestrial,9.20,38.00,2.00
2001,ROIS,AMRO,1.50,117.14,terrestrial,9.20,38.00,2.00
2001,ROIS,AMWO,1.00,161.17,terrestrial,9.20,38.00,2.00
2001,ROIS,BAOR,3.00,102.36,terrestrial,9.20,38.00,2.00
2001,ROIS,BCCH,2.00,21.52,terrestrial,9.20,38.00,2.00
2001,ROIS,BGGN,1.00,6.02,terrestrial,9.20,38.00,2.00
2001,ROIS,BHCO,2.00,92.67,terrestrial,9.20,38.00,2.00
2001,ROIS,COGR,1.00,110.56,terrestrial,9.20,38.00,2.00
2001,ROIS,COYE,8.50,88.87,terrestrial,9.20,38.00,2.00
2001,ROIS,EAKI,3.00,118.51,terrestrial,9.20,38.00,2.00
2001,ROIS,EAWP,10.50,148.05,terrestrial,9.20,38.00,2.00
2001,ROIS,EUST,2.00,154.14,terrestrial,9.20,38.00,2.00
2001,ROIS,GCFL,1.00,34.70,terrestrial,9.20,38.00,2.00
2001,ROIS,GRCA,4.00,142.74,terrestrial,9.20,38.00,2.00
2001,ROIS,NHWR,8.50,90.72,terrestrial,9.20,38.00,2.00
2001,ROIS,MODO,1.50,197.28,terrestrial,9.20,38.00,2.00
2001,ROIS,NOCA,1.00,42.03,terrestrial,9.20,38.00,2.00
2001,ROIS,NOFL,1.00,127.12,terrestrial,9.20,38.00,2.00
2001,ROIS,RBWO,1.00,72.54,terrestrial,9.20,38.00,2.00
2001,ROIS,REVI,4.00,69.14,terrestrial,9.20,38.00,2.00
2001,ROIS,RWBL,26.00,1508.52,terrestrial,9.20,38.00,2.00
2001,ROIS,SOSP,8.50,175.82,terrestrial,9.20,38.00,2.00
2001,ROIS,SWSP,2.00,32.81,terrestrial,9.20,38.00,2.00
2001,ROIS,TRES,8.00,172.39,terrestrial,9.20,38.00,2.00
2001,ROIS,WAVI,6.00,80.83,terrestrial,9.20,38.00,2.00
2001,ROIS,YEWA,17.50,170.33,terrestrial,9.20,38.00,2.00
2005,ROIS,AGOL,1.00,12.84,terrestrial,9.20,102.00,2.00
2005,ROIS,AMRE,1.00,8.29,terrestrial,9.20,102.00,2.00
2005,ROIS,AMRO,5.00,390.45,terrestrial,9.20,102.00,2.00
2005,ROIS,AMWO,2.00,322.33,terrestrial,9.20,102.00,2.00
2005,ROIS,BAOR,4.00,136.48,terrestrial,9.20,102.00,2.00
2005,ROIS,BCCH,2.00,21.52,terrestrial,9.20,102.00,2.00
2005,ROIS,BGGN,1.00,6.02,terrestrial,9.20,102.00,2.00
2005,ROIS,BHCO,3.00,139.00,terrestrial,9.20,102.00,2.00
2005,ROIS,BLJA,1.00,85.46,terrestrial,9.20,102.00,2.00
2005,ROIS,COGR,2.00,221.11,terrestrial,9.20,102.00,2.00
2005,ROIS,COYE,9.00,94.10,terrestrial,9.20,102.00,2.00
2005,ROIS,DOWO,3.00,80.73,terrestrial,9.20,102.00,2.00
2005,ROIS,EAKI,4.00,158.02,terrestrial,9.20,102.00,2.00
2005,ROIS,EAWP,10.00,141.00,terrestrial,9.20,102.00,2.00
2005,ROIS,EUST,3.00,231.20,terrestrial,9.20,102.00,2.00
2005,ROIS,GCFL,2.50,86.76,terrestrial,9.20,102.00,2.00
2005,ROIS,GRCA,5.00,178.42,terrestrial,9.20,102.00,2.00
2005,ROIS,NHWR,12.50,133.41,terrestrial,9.20,102.00,2.00
2005,ROIS,INBU,2.00,28.52,terrestrial,9.20,102.00,2.00
2005,ROIS,MODO,3.00,394.56,terrestrial,9.20,102.00,2.00
2005,ROIS,NOCA,1.00,42.03,terrestrial,9.20,102.00,2.00
2005,ROIS,NOFL,1.00,127.12,terrestrial,9.20,102.00,2.00
2005,ROIS,RBWO,0.50,36.27,terrestrial,9.20,102.00,2.00
2005,ROIS,REVI,5.00,86.43,terrestrial,9.20,102.00,2.00
2005,ROIS,RWBL,14.50,841.29,terrestrial,9.20,102.00,2.00
2005,ROIS,SOSP,10.50,217.19,terrestrial,9.20,102.00,2.00
2005,ROIS,TRES,4.50,96.97,terrestrial,9.20,102.00,2.00
2005,ROIS,WAVI,5.00,67.36,terrestrial,9.20,102.00,2.00
2005,ROIS,WIFL,1.00,13.40,terrestrial,9.20,102.00,2.00
2005,ROIS,YEWA,18.00,175.19,terrestrial,9.20,102.00,2.00
2009,ROIS,AMRE,3.00,24.88,terrestrial,9.20,376.00,6.00
2009,ROIS,AMRO,3.00,234.27,terrestrial,9.20,376.00,6.00
2009,ROIS,AMWO,1.00,161.17,terrestrial,9.20,376.00,6.00
2009,ROIS,BAOR,5.00,170.60,terrestrial,9.20,376.00,6.00
2009,ROIS,BCCH,1.00,10.76,terrestrial,9.20,376.00,6.00
2009,ROIS,BHCO,1.00,46.33,terrestrial,9.20,376.00,6.00
2009,ROIS,COGR,3.00,331.67,terrestrial,9.20,376.00,6.00
2009,ROIS,COYE,4.00,41.82,terrestrial,9.20,376.00,6.00
2009,ROIS,DOWO,2.00,53.82,terrestrial,9.20,376.00,6.00
2009,ROIS,EABL,1.00,29.20,terrestrial,9.20,376.00,6.00
2009,ROIS,EAKI,2.00,79.01,terrestrial,9.20,376.00,6.00
2009,ROIS,EAWP,4.00,56.40,terrestrial,9.20,376.00,6.00
2009,ROIS,GCFL,1.00,34.70,terrestrial,9.20,376.00,6.00
2009,ROIS,GRCA,4.00,142.74,terrestrial,9.20,376.00,6.00
2009,ROIS,NHWR,8.00,85.39,terrestrial,9.20,376.00,6.00
2009,ROIS,INBU,1.00,14.26,terrestrial,9.20,376.00,6.00
2009,ROIS,LEFL,2.00,20.11,terrestrial,9.20,376.00,6.00
2009,ROIS,MODO,2.00,263.04,terrestrial,9.20,376.00,6.00
2009,ROIS,NOCA,2.00,84.06,terrestrial,9.20,376.00,6.00
2009,ROIS,NOFL,1.00,127.12,terrestrial,9.20,376.00,6.00
2009,ROIS,OROR,1.00,21.17,terrestrial,9.20,376.00,6.00
2009,ROIS,REVI,3.00,51.86,terrestrial,9.20,376.00,6.00
2009,ROIS,RWBL,7.50,435.15,terrestrial,9.20,376.00,6.00
2009,ROIS,SOSP,7.00,144.79,terrestrial,9.20,376.00,6.00
2009,ROIS,SWSP,0.50,8.20,terrestrial,9.20,376.00,6.00
2009,ROIS,TRES,5.00,107.74,terrestrial,9.20,376.00,6.00
2009,ROIS,WAVI,2.00,26.94,terrestrial,9.20,376.00,6.00
2009,ROIS,WIFL,1.00,13.40,terrestrial,9.20,376.00,6.00
2009,ROIS,YBCU,1.00,58.38,terrestrial,9.20,376.00,6.00
2009,ROIS,YEWA,16.00,155.73,terrestrial,9.20,376.00,6.00
2010,ROIS,AMRE,1.00,8.29,terrestrial,9.20,377.00,21.00
2010,ROIS,AMRO,3.00,234.27,terrestrial,9.20,377.00,21.00
2010,ROIS,BAOR,3.00,102.36,terrestrial,9.20,377.00,21.00
2010,ROIS,BBCU,1.00,50.85,terrestrial,9.20,377.00,21.00
2010,ROIS,BCCH,2.00,21.52,terrestrial,9.20,377.00,21.00
2010,ROIS,BHCO,1.00,46.33,terrestrial,9.20,377.00,21.00
2010,ROIS,BLJA,1.00,85.46,terrestrial,9.20,377.00,21.00
2010,ROIS,CEDW,2.00,66.21,terrestrial,9.20,377.00,21.00
2010,ROIS,COGR,2.00,221.11,terrestrial,9.20,377.00,21.00
2010,ROIS,COYE,8.00,83.65,terrestrial,9.20,377.00,21.00
2010,ROIS,DOWO,3.00,80.73,terrestrial,9.20,377.00,21.00
2010,ROIS,EAKI,2.00,79.01,terrestrial,9.20,377.00,21.00
2010,ROIS,EASO,1.00,152.30,terrestrial,9.20,377.00,21.00
2010,ROIS,EATO,1.00,38.94,terrestrial,9.20,377.00,21.00
2010,ROIS,EAWP,6.00,84.60,terrestrial,9.20,377.00,21.00
2010,ROIS,EUST,4.00,308.27,terrestrial,9.20,377.00,21.00
2010,ROIS,GCFL,2.50,86.76,terrestrial,9.20,377.00,21.00
2010,ROIS,GRCA,6.00,214.11,terrestrial,9.20,377.00,21.00
2010,ROIS,NHWR,8.50,90.72,terrestrial,9.20,377.00,21.00
2010,ROIS,MODO,0.25,32.88,terrestrial,9.20,377.00,21.00
2010,ROIS,NOCA,2.00,84.06,terrestrial,9.20,377.00,21.00
2010,ROIS,NOFL,2.00,254.25,terrestrial,9.20,377.00,21.00
2010,ROIS,RWBL,8.00,464.16,terrestrial,9.20,377.00,21.00
2010,ROIS,SOSP,6.50,134.45,terrestrial,9.20,377.00,21.00
2010,ROIS,TRES,7.00,150.84,terrestrial,9.20,377.00,21.00
2010,ROIS,WAVI,6.00,80.83,terrestrial,9.20,377.00,21.00
2010,ROIS,WIFL,1.00,13.40,terrestrial,9.20,377.00,21.00
2010,ROIS,YEWA,12.00,116.79,terrestrial,9.20,377.00,21.00
2016,ROIS,AGOL,1.00,12.84,terrestrial,9.20,820.00,12.00
2016,ROIS,AMRE,6.00,49.75,terrestrial,9.20,820.00,12.00
2016,ROIS,AMRO,3.50,273.32,terrestrial,9.20,820.00,12.00
2016,ROIS,AMWO,2.00,322.33,terrestrial,9.20,820.00,12.00
2016,ROIS,BAOR,3.00,102.36,terrestrial,9.20,820.00,12.00
2016,ROIS,BCCH,4.00,43.05,terrestrial,9.20,820.00,12.00
2016,ROIS,BGGN,3.00,18.07,terrestrial,9.20,820.00,12.00
2016,ROIS,BHCO,3.00,139.00,terrestrial,9.20,820.00,12.00
2016,ROIS,BRTH,2.00,136.19,terrestrial,9.20,820.00,12.00
2016,ROIS,CHSW,1.00,22.88,terrestrial,9.20,820.00,12.00
2016,ROIS,COGR,0.25,27.64,terrestrial,9.20,820.00,12.00
2016,ROIS,COYE,9.50,99.33,terrestrial,9.20,820.00,12.00
2016,ROIS,DOWO,0.50,13.45,terrestrial,9.20,820.00,12.00
2016,ROIS,EAKI,4.00,158.02,terrestrial,9.20,820.00,12.00
2016,ROIS,EAWP,7.00,98.70,terrestrial,9.20,820.00,12.00
2016,ROIS,EUST,2.00,154.14,terrestrial,9.20,820.00,12.00
2016,ROIS,GCFL,2.00,69.41,terrestrial,9.20,820.00,12.00
2016,ROIS,GRCA,6.00,214.11,terrestrial,9.20,820.00,12.00
2016,ROIS,NHWR,13.50,144.09,terrestrial,9.20,820.00,12.00
2016,ROIS,INBU,2.00,28.52,terrestrial,9.20,820.00,12.00
2016,ROIS,LEFL,3.00,30.17,terrestrial,9.20,820.00,12.00
2016,ROIS,MAWR,1.00,11.52,terrestrial,9.20,820.00,12.00
2016,ROIS,MODO,3.00,394.56,terrestrial,9.20,820.00,12.00
2016,ROIS,NOCA,1.00,42.03,terrestrial,9.20,820.00,12.00
2016,ROIS,NOFL,2.00,254.25,terrestrial,9.20,820.00,12.00
2016,ROIS,OROR,0.25,5.29,terrestrial,9.20,820.00,12.00
2016,ROIS,REVI,6.50,112.35,terrestrial,9.20,820.00,12.00
2016,ROIS,RWBL,15.00,870.30,terrestrial,9.20,820.00,12.00
2016,ROIS,SOSP,4.50,93.08,terrestrial,9.20,820.00,12.00
2016,ROIS,TRES,4.00,86.19,terrestrial,9.20,820.00,12.00
2016,ROIS,WAVI,8.50,114.51,terrestrial,9.20,820.00,12.00
2016,ROIS,WBNU,2.00,41.35,terrestrial,9.20,820.00,12.00
2016,ROIS,YBCU,1.00,58.38,terrestrial,9.20,820.00,12.00
2016,ROIS,YEWA,46.00,447.71,terrestrial,9.20,820.00,12.00
2019,ROIS,AMRE,2.00,16.58,terrestrial,9.20,459.00,7.00
2019,ROIS,AMRO,2.00,156.18,terrestrial,9.20,459.00,7.00
2019,ROIS,AMWO,2.00,322.33,terrestrial,9.20,459.00,7.00
2019,ROIS,BAEA,1.00,4897.50,terrestrial,9.20,459.00,7.00
2019,ROIS,BAOR,3.00,102.36,terrestrial,9.20,459.00,7.00
2019,ROIS,BBCU,1.00,50.85,terrestrial,9.20,459.00,7.00
2019,ROIS,BGGN,1.00,6.02,terrestrial,9.20,459.00,7.00
2019,ROIS,BLJA,0.50,42.73,terrestrial,9.20,459.00,7.00
2019,ROIS,COGR,3.00,331.67,terrestrial,9.20,459.00,7.00
2019,ROIS,COYE,10.00,104.56,terrestrial,9.20,459.00,7.00
2019,ROIS,DOWO,1.00,26.91,terrestrial,9.20,459.00,7.00
2019,ROIS,EAKI,6.00,237.03,terrestrial,9.20,459.00,7.00
2019,ROIS,EAWP,4.00,56.40,terrestrial,9.20,459.00,7.00
2019,ROIS,EUST,4.00,308.27,terrestrial,9.20,459.00,7.00
2019,ROIS,GCFL,2.00,69.41,terrestrial,9.20,459.00,7.00
2019,ROIS,GRCA,6.00,214.11,terrestrial,9.20,459.00,7.00
2019,ROIS,GRHE,1.00,241.00,terrestrial,9.20,459.00,7.00
2019,ROIS,NHWR,14.50,154.76,terrestrial,9.20,459.00,7.00
2019,ROIS,INBU,3.00,42.79,terrestrial,9.20,459.00,7.00
2019,ROIS,LEBI,1.00,92.42,terrestrial,9.20,459.00,7.00
2019,ROIS,LEFL,1.00,10.06,terrestrial,9.20,459.00,7.00
2019,ROIS,MAWR,4.00,46.08,terrestrial,9.20,459.00,7.00
2019,ROIS,MODO,2.00,263.04,terrestrial,9.20,459.00,7.00
2019,ROIS,NOCA,1.50,63.05,terrestrial,9.20,459.00,7.00
2019,ROIS,NOFL,2.00,254.25,terrestrial,9.20,459.00,7.00
2019,ROIS,OROR,1.00,21.17,terrestrial,9.20,459.00,7.00
2019,ROIS,RBWO,2.00,145.09,terrestrial,9.20,459.00,7.00
2019,ROIS,REVI,6.00,103.71,terrestrial,9.20,459.00,7.00
2019,ROIS,RWBL,24.00,1392.48,terrestrial,9.20,459.00,7.00
2019,ROIS,SOSP,4.00,82.74,terrestrial,9.20,459.00,7.00
2019,ROIS,TRES,4.00,86.19,terrestrial,9.20,459.00,7.00
2019,ROIS,WAVI,15.00,202.08,terrestrial,9.20,459.00,7.00
2019,ROIS,WBNU,1.00,20.68,terrestrial,9.20,459.00,7.00
2019,ROIS,WIFL,0.50,6.70,terrestrial,9.20,459.00,7.00
2019,ROIS,WODU,3.00,1972.50,terrestrial,9.20,459.00,7.00
2019,ROIS,YEWA,35.00,340.65,terrestrial,9.20,459.00,7.00
2021,ROIS,AMRE,1.00,8.29,terrestrial,9.20,519.00,16.00
2021,ROIS,AMRO,6.00,468.54,terrestrial,9.20,519.00,16.00
2021,ROIS,AMWO,1.00,161.17,terrestrial,9.20,519.00,16.00
2021,ROIS,BAEA,1.00,4897.50,terrestrial,9.20,519.00,16.00
2021,ROIS,BAOR,5.50,187.66,terrestrial,9.20,519.00,16.00
2021,ROIS,BCCH,3.00,32.29,terrestrial,9.20,519.00,16.00
2021,ROIS,BGGN,4.00,24.10,terrestrial,9.20,519.00,16.00
2021,ROIS,BHCO,1.00,46.33,terrestrial,9.20,519.00,16.00
2021,ROIS,BLJA,0.50,42.73,terrestrial,9.20,519.00,16.00
2021,ROIS,COGR,4.00,442.23,terrestrial,9.20,519.00,16.00
2021,ROIS,COYE,9.50,99.33,terrestrial,9.20,519.00,16.00
2021,ROIS,DOWO,1.00,26.91,terrestrial,9.20,519.00,16.00
2021,ROIS,EAKI,8.50,335.79,terrestrial,9.20,519.00,16.00
2021,ROIS,EASO,1.00,152.30,terrestrial,9.20,519.00,16.00
2021,ROIS,EAWP,9.00,126.90,terrestrial,9.20,519.00,16.00
2021,ROIS,EUST,9.00,693.61,terrestrial,9.20,519.00,16.00
2021,ROIS,GCFL,2.00,69.41,terrestrial,9.20,519.00,16.00
2021,ROIS,GRCA,3.00,107.05,terrestrial,9.20,519.00,16.00
2021,ROIS,NHWR,18.00,192.12,terrestrial,9.20,519.00,16.00
2021,ROIS,MALL,1.00,1113.00,terrestrial,9.20,519.00,16.00
2021,ROIS,MODO,2.00,263.04,terrestrial,9.20,519.00,16.00
2021,ROIS,NOCA,1.00,42.03,terrestrial,9.20,519.00,16.00
2021,ROIS,NOFL,2.00,254.25,terrestrial,9.20,519.00,16.00
2021,ROIS,OROR,1.00,21.17,terrestrial,9.20,519.00,16.00
2021,ROIS,REVI,5.00,86.43,terrestrial,9.20,519.00,16.00
2021,ROIS,RWBL,39.50,2291.79,terrestrial,9.20,519.00,16.00
2021,ROIS,SOSP,1.00,20.68,terrestrial,9.20,519.00,16.00
2021,ROIS,TRES,7.00,150.84,terrestrial,9.20,519.00,16.00
2021,ROIS,VIRA,1.00,81.28,terrestrial,9.20,519.00,16.00
2021,ROIS,WAVI,16.50,222.29,terrestrial,9.20,519.00,16.00
2021,ROIS,WBNU,2.00,41.35,terrestrial,9.20,519.00,16.00
2021,ROIS,WIFL,1.00,13.40,terrestrial,9.20,519.00,16.00
2021,ROIS,WODU,0.50,328.75,terrestrial,9.20,519.00,16.00
2021,ROIS,YBCU,2.00,116.76,terrestrial,9.20,519.00,16.00
2021,ROIS,YEWA,42.50,413.65,terrestrial,9.20,519.00,16.00
1991,ROMF,AMRO,2.00,156.18,terrestrial,12.50,to delete,to delete
