monitoring_year,site_code,sp_code4,number_territories,monitoring_biomass_g,sitetype,sitesize,woodbelowbrowse,woodabovebrowse
1991,BGGR,BANS,4.00,56.00,terrestrial,13.70,to delete,to delete
1991,BGGR,BRTH,1.00,68.09,terrestrial,13.70,to delete,to delete
1991,BGGR,CHSP,1.00,12.18,terrestrial,13.70,to delete,to delete
1991,BGGR,EAKI,0.50,19.75,terrestrial,13.70,to delete,to delete
1991,BGGR,EAME,2.50,210.50,terrestrial,13.70,to delete,to delete
1991,BGGR,EUST,1.00,77.07,terrestrial,13.70,to delete,to delete
1991,BGGR,FISP,4.00,48.14,terrestrial,13.70,to delete,to delete
1991,BGGR,KILL,2.00,117.25,terrestrial,13.70,to delete,to delete
1991,BGGR,NRWS,1.00,16.15,terrestrial,13.70,to delete,to delete
1991,BGGR,RWBL,14.00,812.28,terrestrial,13.70,to delete,to delete
1991,BGGR,SOSP,2.50,51.71,terrestrial,13.70,to delete,to delete
1991,BGGR,TRES,0.25,5.39,terrestrial,13.70,to delete,to delete
1995,BGGR,BHCO,1.00,46.33,terrestrial,13.70,267.00,0.00
1995,BGGR,COYE,2.00,20.91,terrestrial,13.70,267.00,0.00
1995,BGGR,EAKI,3.00,118.51,terrestrial,13.70,267.00,0.00
1995,BGGR,EAME,2.00,168.40,terrestrial,13.70,267.00,0.00
1995,BGGR,FISP,7.50,90.26,terrestrial,13.70,267.00,0.00
1995,BGGR,KILL,3.00,175.88,terrestrial,13.70,267.00,0.00
1995,BGGR,NRWS,2.00,32.31,terrestrial,13.70,267.00,0.00
1995,BGGR,RWBL,12.00,696.24,terrestrial,13.70,267.00,0.00
1995,BGGR,SOSP,10.00,206.85,terrestrial,13.70,267.00,0.00
1995,BGGR,TRES,3.00,64.65,terrestrial,13.70,267.00,0.00
1995,BGGR,YEWA,1.00,9.73,terrestrial,13.70,267.00,0.00
1998,BGGR,BANS,2.00,28.00,terrestrial,13.70,738.00,0.00
1998,BGGR,BAOR,1.00,34.12,terrestrial,13.70,738.00,0.00
1998,BGGR,BRTH,0.50,34.05,terrestrial,13.70,738.00,0.00
1998,BGGR,CHSP,2.00,24.37,terrestrial,13.70,738.00,0.00
1998,BGGR,COYE,2.00,20.91,terrestrial,13.70,738.00,0.00
1998,BGGR,EAKI,3.50,138.27,terrestrial,13.70,738.00,0.00
1998,BGGR,EAME,1.00,84.20,terrestrial,13.70,738.00,0.00
1998,BGGR,FISP,6.50,78.23,terrestrial,13.70,738.00,0.00
1998,BGGR,GRCA,1.00,35.68,terrestrial,13.70,738.00,0.00
1998,BGGR,KILL,1.00,58.63,terrestrial,13.70,738.00,0.00
1998,BGGR,MODO,1.00,131.52,terrestrial,13.70,738.00,0.00
1998,BGGR,NOFL,1.00,127.12,terrestrial,13.70,738.00,0.00
1998,BGGR,RWBL,4.00,232.08,terrestrial,13.70,738.00,0.00
1998,BGGR,SOSP,3.50,72.40,terrestrial,13.70,738.00,0.00
1998,BGGR,TRES,3.00,64.65,terrestrial,13.70,738.00,0.00
2003,BGGR,BANS,2.00,28.00,terrestrial,13.70,255.00,0.00
2003,BGGR,BAOR,1.50,51.18,terrestrial,13.70,255.00,0.00
2003,BGGR,CHSP,3.00,36.55,terrestrial,13.70,255.00,0.00
2003,BGGR,COYE,4.00,41.82,terrestrial,13.70,255.00,0.00
2003,BGGR,EAKI,3.00,118.51,terrestrial,13.70,255.00,0.00
2003,BGGR,EUST,1.00,77.07,terrestrial,13.70,255.00,0.00
2003,BGGR,FISP,6.00,72.21,terrestrial,13.70,255.00,0.00
2003,BGGR,KILL,3.00,175.88,terrestrial,13.70,255.00,0.00
2003,BGGR,MODO,2.00,263.04,terrestrial,13.70,255.00,0.00
2003,BGGR,NOFL,1.00,127.12,terrestrial,13.70,255.00,0.00
2003,BGGR,NOMO,2.00,96.09,terrestrial,13.70,255.00,0.00
2003,BGGR,NRWS,3.00,48.46,terrestrial,13.70,255.00,0.00
2003,BGGR,RWBL,4.00,232.08,terrestrial,13.70,255.00,0.00
2003,BGGR,SOSP,3.00,62.05,terrestrial,13.70,255.00,0.00
2003,BGGR,TRES,2.00,43.10,terrestrial,13.70,255.00,0.00
2003,BGGR,YEWA,2.00,19.47,terrestrial,13.70,255.00,0.00
2008,BGGR,AGOL,1.00,12.84,terrestrial,13.70,362.00,0.00
2008,BGGR,AMWO,1.00,161.17,terrestrial,13.70,362.00,0.00
2008,BGGR,BAOR,1.00,34.12,terrestrial,13.70,362.00,0.00
2008,BGGR,BRTH,0.50,34.05,terrestrial,13.70,362.00,0.00
2008,BGGR,CEDW,1.00,33.10,terrestrial,13.70,362.00,0.00
2008,BGGR,CHSP,2.00,24.37,terrestrial,13.70,362.00,0.00
2008,BGGR,COYE,2.00,20.91,terrestrial,13.70,362.00,0.00
2008,BGGR,EAKI,3.00,118.51,terrestrial,13.70,362.00,0.00
2008,BGGR,EUST,1.00,77.07,terrestrial,13.70,362.00,0.00
2008,BGGR,FISP,7.00,84.25,terrestrial,13.70,362.00,0.00
2008,BGGR,NOMO,1.00,48.05,terrestrial,13.70,362.00,0.00
2008,BGGR,NRWS,1.00,16.15,terrestrial,13.70,362.00,0.00
2008,BGGR,RWBL,7.50,435.15,terrestrial,13.70,362.00,0.00
2008,BGGR,SOSP,0.50,10.34,terrestrial,13.70,362.00,0.00
2008,BGGR,TRES,2.50,53.87,terrestrial,13.70,362.00,0.00
2008,BGGR,YEWA,2.00,19.47,terrestrial,13.70,362.00,0.00
2011,BGGR,AGOL,3.00,38.51,terrestrial,13.70,575.00,0.00
2011,BGGR,BHCO,1.00,46.33,terrestrial,13.70,575.00,0.00
2011,BGGR,BRTH,3.50,238.33,terrestrial,13.70,575.00,0.00
2011,BGGR,CEDW,1.00,33.10,terrestrial,13.70,575.00,0.00
2011,BGGR,CHSP,2.00,24.37,terrestrial,13.70,575.00,0.00
2011,BGGR,COYE,5.00,52.28,terrestrial,13.70,575.00,0.00
2011,BGGR,EATO,2.00,77.89,terrestrial,13.70,575.00,0.00
2011,BGGR,FISP,11.00,132.39,terrestrial,13.70,575.00,0.00
2011,BGGR,NRWS,2.00,32.31,terrestrial,13.70,575.00,0.00
2011,BGGR,RWBL,12.00,696.24,terrestrial,13.70,575.00,0.00
2011,BGGR,SOSP,2.00,41.37,terrestrial,13.70,575.00,0.00
2011,BGGR,TRES,1.00,21.55,terrestrial,13.70,575.00,0.00
2011,BGGR,YEWA,6.00,58.40,terrestrial,13.70,575.00,0.00
2016,BGGR,AGOL,3.00,38.51,terrestrial,13.70,363.00,5.00
2016,BGGR,BRTH,3.00,204.28,terrestrial,13.70,363.00,5.00
2016,BGGR,CHSP,4.00,48.74,terrestrial,13.70,363.00,5.00
2016,BGGR,COYE,6.00,62.73,terrestrial,13.70,363.00,5.00
2016,BGGR,EAKI,3.00,118.51,terrestrial,13.70,363.00,5.00
2016,BGGR,EATO,3.00,116.83,terrestrial,13.70,363.00,5.00
2016,BGGR,EWPW,1.00,53.40,terrestrial,13.70,363.00,5.00
2016,BGGR,FISP,8.00,96.28,terrestrial,13.70,363.00,5.00
2016,BGGR,MODO,2.00,263.04,terrestrial,13.70,363.00,5.00
2016,BGGR,NRWS,1.00,16.15,terrestrial,13.70,363.00,5.00
2016,BGGR,RWBL,11.00,638.22,terrestrial,13.70,363.00,5.00
2016,BGGR,SOSP,1.00,20.68,terrestrial,13.70,363.00,5.00
2016,BGGR,TRES,1.00,21.55,terrestrial,13.70,363.00,5.00
2016,BGGR,YEWA,15.00,145.99,terrestrial,13.70,363.00,5.00
2021,BGGR,WITU,0.50,2065.00,terrestrial,13.70,204.00,7.00
2021,BGGR,RWBL,14.00,812.28,terrestrial,13.70,204.00,7.00
2021,BGGR,EATO,7.00,272.61,terrestrial,13.70,204.00,7.00
2021,BGGR,MODO,2.00,263.04,terrestrial,13.70,204.00,7.00
2021,BGGR,YEWA,18.50,180.06,terrestrial,13.70,204.00,7.00
2021,BGGR,FISP,12.50,150.44,terrestrial,13.70,204.00,7.00
2021,BGGR,COYE,14.00,146.38,terrestrial,13.70,204.00,7.00
2021,BGGR,BRTH,2.00,136.19,terrestrial,13.70,204.00,7.00
2021,BGGR,NOFL,1.00,127.12,terrestrial,13.70,204.00,7.00
2021,BGGR,COGR,1.00,110.56,terrestrial,13.70,204.00,7.00
2021,BGGR,EAKI,2.50,98.76,terrestrial,13.70,204.00,7.00
2021,BGGR,CEDW,2.00,66.21,terrestrial,13.70,204.00,7.00
2021,BGGR,CHSP,5.00,60.92,terrestrial,13.70,204.00,7.00
2021,BGGR,AGOL,2.00,25.67,terrestrial,13.70,204.00,7.00
2021,BGGR,REVI,1.00,17.29,terrestrial,13.70,204.00,7.00
2021,BGGR,BAOR,0.50,17.06,terrestrial,13.70,204.00,7.00
1991,DCJS,AMCR,1.00,506.00,terrestrial,11.30,to delete,to delete
1991,DCJS,CHSP,5.50,67.02,terrestrial,11.30,to delete,to delete
1991,DCJS,EUST,2.00,154.14,terrestrial,11.30,to delete,to delete
1991,DCJS,FISP,1.00,12.04,terrestrial,11.30,to delete,to delete
1991,DCJS,NHWR,4.50,48.03,terrestrial,11.30,to delete,to delete
1991,DCJS,NOFL,1.00,127.12,terrestrial,11.30,to delete,to delete
1991,DCJS,NOMO,1.00,48.05,terrestrial,11.30,to delete,to delete
1991,DCJS,RWBL,1.00,58.02,terrestrial,11.30,to delete,to delete
1991,DCJS,SOSP,3.00,62.05,terrestrial,11.30,to delete,to delete
1991,DCJS,TRES,6.00,129.29,terrestrial,11.30,to delete,to delete
1995,DCJS,BHCO,2.00,92.67,terrestrial,11.30,1729.00,0.00
1995,DCJS,BRTH,2.00,136.19,terrestrial,11.30,1729.00,0.00
1995,DCJS,CHSP,8.00,97.48,terrestrial,11.30,1729.00,0.00
1995,DCJS,FISP,4.00,48.14,terrestrial,11.30,1729.00,0.00
1995,DCJS,KILL,2.00,117.25,terrestrial,11.30,1729.00,0.00
1995,DCJS,NOMO,1.00,48.05,terrestrial,11.30,1729.00,0.00
1995,DCJS,NRWS,1.00,16.15,terrestrial,11.30,1729.00,0.00
1995,DCJS,RWBL,1.00,58.02,terrestrial,11.30,1729.00,0.00
1995,DCJS,SOSP,11.00,227.53,terrestrial,11.30,1729.00,0.00
1995,DCJS,TRES,6.00,129.29,terrestrial,11.30,1729.00,0.00
1999,DCJS,AMRO,1.00,78.09,terrestrial,11.30,1183.00,0.00
1999,DCJS,BHCO,5.00,231.67,terrestrial,11.30,1183.00,0.00
1999,DCJS,CHSP,18.00,219.33,terrestrial,11.30,1183.00,0.00
1999,DCJS,EWPW,2.00,106.80,terrestrial,11.30,1183.00,0.00
1999,DCJS,FISP,10.00,120.35,terrestrial,11.30,1183.00,0.00
1999,DCJS,KILL,0.50,29.31,terrestrial,11.30,1183.00,0.00
1999,DCJS,SOSP,35.00,723.96,terrestrial,11.30,1183.00,0.00
1999,DCJS,TRES,6.50,140.07,terrestrial,11.30,1183.00,0.00
1999,DCJS,WISN,2.00,224.13,terrestrial,11.30,1183.00,0.00
1999,DCJS,YEWA,1.50,14.60,terrestrial,11.30,1183.00,0.00
2000,DCJS,AMRO,1.00,78.09,terrestrial,11.30,987.00,0.00
2000,DCJS,CEDW,1.00,33.10,terrestrial,11.30,987.00,0.00
2000,DCJS,CHSP,9.50,115.76,terrestrial,11.30,987.00,0.00
2000,DCJS,FISP,5.00,60.18,terrestrial,11.30,987.00,0.00
2000,DCJS,KILL,1.50,87.94,terrestrial,11.30,987.00,0.00
2000,DCJS,RWBL,2.00,116.04,terrestrial,11.30,987.00,0.00
2000,DCJS,SOSP,9.00,186.16,terrestrial,11.30,987.00,0.00
2000,DCJS,TRES,6.00,129.29,terrestrial,11.30,987.00,0.00
2000,DCJS,YEWA,3.50,34.07,terrestrial,11.30,987.00,0.00
2004,DCJS,AMRO,1.00,78.09,terrestrial,11.30,277.00,0.00
2004,DCJS,BRTH,1.00,68.09,terrestrial,11.30,277.00,0.00
2004,DCJS,CHSP,6.00,73.11,terrestrial,11.30,277.00,0.00
2004,DCJS,COGR,1.00,110.56,terrestrial,11.30,277.00,0.00
2004,DCJS,EAKI,2.00,79.01,terrestrial,11.30,277.00,0.00
2004,DCJS,EATO,1.50,58.42,terrestrial,11.30,277.00,0.00
2004,DCJS,FISP,4.00,48.14,terrestrial,11.30,277.00,0.00
2004,DCJS,HOFI,1.00,21.70,terrestrial,11.30,277.00,0.00
2004,DCJS,NHWR,1.00,10.67,terrestrial,11.30,277.00,0.00
2004,DCJS,MODO,2.00,263.04,terrestrial,11.30,277.00,0.00
2004,DCJS,NOMO,1.00,48.05,terrestrial,11.30,277.00,0.00
2004,DCJS,RWBL,2.00,116.04,terrestrial,11.30,277.00,0.00
2004,DCJS,SOSP,8.50,175.82,terrestrial,11.30,277.00,0.00
2004,DCJS,TRES,2.00,43.10,terrestrial,11.30,277.00,0.00
2004,DCJS,YEWA,1.50,14.60,terrestrial,11.30,277.00,0.00
2009,DCJS,AMRO,3.00,234.27,terrestrial,11.30,446.00,0.00
2009,DCJS,BGGN,1.00,6.02,terrestrial,11.30,446.00,0.00
2009,DCJS,BHCO,3.00,139.00,terrestrial,11.30,446.00,0.00
2009,DCJS,BRTH,3.00,204.28,terrestrial,11.30,446.00,0.00
2009,DCJS,CHSP,29.00,353.36,terrestrial,11.30,446.00,0.00
2009,DCJS,EATO,2.50,97.36,terrestrial,11.30,446.00,0.00
2009,DCJS,EAWP,0.50,7.05,terrestrial,11.30,446.00,0.00
2009,DCJS,EUST,1.50,115.60,terrestrial,11.30,446.00,0.00
2009,DCJS,EWPW,1.00,53.40,terrestrial,11.30,446.00,0.00
2009,DCJS,FISP,10.00,120.35,terrestrial,11.30,446.00,0.00
2009,DCJS,GRCA,2.00,71.37,terrestrial,11.30,446.00,0.00
2009,DCJS,HOFI,1.00,21.70,terrestrial,11.30,446.00,0.00
2009,DCJS,NHWR,2.50,26.68,terrestrial,11.30,446.00,0.00
2009,DCJS,KILL,1.00,58.63,terrestrial,11.30,446.00,0.00
2009,DCJS,MODO,2.00,263.04,terrestrial,11.30,446.00,0.00
2009,DCJS,NOMO,2.50,120.12,terrestrial,11.30,446.00,0.00
2009,DCJS,SOSP,7.50,155.13,terrestrial,11.30,446.00,0.00
2009,DCJS,TRES,2.50,53.87,terrestrial,11.30,446.00,0.00
2009,DCJS,YEWA,8.50,82.73,terrestrial,11.30,446.00,0.00
2010,DCJS,AMRO,0.50,39.05,terrestrial,11.30,493.00,0.00
2010,DCJS,BGGN,1.00,6.02,terrestrial,11.30,493.00,0.00
2010,DCJS,BHCO,2.00,92.67,terrestrial,11.30,493.00,0.00
2010,DCJS,BRTH,1.50,102.14,terrestrial,11.30,493.00,0.00
2010,DCJS,CHSP,19.50,237.60,terrestrial,11.30,493.00,0.00
2010,DCJS,EATO,1.00,38.94,terrestrial,11.30,493.00,0.00
2010,DCJS,EUST,1.00,77.07,terrestrial,11.30,493.00,0.00
2010,DCJS,FISP,8.50,102.30,terrestrial,11.30,493.00,0.00
2010,DCJS,GRCA,0.50,17.84,terrestrial,11.30,493.00,0.00
2010,DCJS,NHWR,1.00,10.67,terrestrial,11.30,493.00,0.00
2010,DCJS,KILL,1.50,87.94,terrestrial,11.30,493.00,0.00
2010,DCJS,MODO,1.50,197.28,terrestrial,11.30,493.00,0.00
2010,DCJS,NOMO,1.00,48.05,terrestrial,11.30,493.00,0.00
2010,DCJS,RWBL,1.00,58.02,terrestrial,11.30,493.00,0.00
2010,DCJS,SOSP,6.50,134.45,terrestrial,11.30,493.00,0.00
2010,DCJS,TRES,4.00,86.19,terrestrial,11.30,493.00,0.00
2010,DCJS,YEWA,8.50,82.73,terrestrial,11.30,493.00,0.00
2012,DCJS,AMRO,1.00,78.09,terrestrial,11.30,171.00,1.00
2012,DCJS,AMWO,1.00,161.17,terrestrial,11.30,171.00,1.00
2012,DCJS,BHCO,1.00,46.33,terrestrial,11.30,171.00,1.00
2012,DCJS,BRTH,1.00,68.09,terrestrial,11.30,171.00,1.00
2012,DCJS,CHSP,17.00,207.14,terrestrial,11.30,171.00,1.00
2012,DCJS,COGR,1.00,110.56,terrestrial,11.30,171.00,1.00
2012,DCJS,COYE,1.00,10.46,terrestrial,11.30,171.00,1.00
2012,DCJS,CWWI,1.00,108.90,terrestrial,11.30,171.00,1.00
2012,DCJS,EAKI,2.00,79.01,terrestrial,11.30,171.00,1.00
2012,DCJS,EATO,3.00,116.83,terrestrial,11.30,171.00,1.00
2012,DCJS,EWPW,4.00,213.60,terrestrial,11.30,171.00,1.00
2012,DCJS,FISP,9.00,108.32,terrestrial,11.30,171.00,1.00
2012,DCJS,GCFL,0.50,17.35,terrestrial,11.30,171.00,1.00
2012,DCJS,KILL,3.00,175.88,terrestrial,11.30,171.00,1.00
2012,DCJS,MODO,1.00,131.52,terrestrial,11.30,171.00,1.00
2012,DCJS,RWBL,1.50,87.03,terrestrial,11.30,171.00,1.00
2012,DCJS,SOSP,10.50,217.19,terrestrial,11.30,171.00,1.00
2012,DCJS,TRES,5.00,107.74,terrestrial,11.30,171.00,1.00
2012,DCJS,WISN,1.00,112.07,terrestrial,11.30,171.00,1.00
2012,DCJS,YEWA,8.00,77.86,terrestrial,11.30,171.00,1.00
2016,DCJS,BGGN,1.00,6.02,terrestrial,11.30,53.00,3.00
2016,DCJS,BRTH,3.00,204.28,terrestrial,11.30,53.00,3.00
2016,DCJS,CHSP,17.50,213.23,terrestrial,11.30,53.00,3.00
2016,DCJS,COYE,0.50,5.23,terrestrial,11.30,53.00,3.00
2016,DCJS,EAKI,2.00,79.01,terrestrial,11.30,53.00,3.00
2016,DCJS,EATO,3.00,116.83,terrestrial,11.30,53.00,3.00
2016,DCJS,FISP,10.00,120.35,terrestrial,11.30,53.00,3.00
2016,DCJS,GCFL,1.00,34.70,terrestrial,11.30,53.00,3.00
2016,DCJS,GRCA,0.25,8.92,terrestrial,11.30,53.00,3.00
2016,DCJS,KILL,0.25,14.66,terrestrial,11.30,53.00,3.00
2016,DCJS,RWBL,1.00,58.02,terrestrial,11.30,53.00,3.00
2016,DCJS,SOSP,4.00,82.74,terrestrial,11.30,53.00,3.00
2016,DCJS,TRES,1.00,21.55,terrestrial,11.30,53.00,3.00
2016,DCJS,YEWA,3.50,34.07,terrestrial,11.30,53.00,3.00
2018,DCJS,AMRO,2.00,156.18,terrestrial,11.30,44.00,5.00
2018,DCJS,BGGN,1.00,6.02,terrestrial,11.30,44.00,5.00
2018,DCJS,BRTH,3.00,204.28,terrestrial,11.30,44.00,5.00
2018,DCJS,CHSP,14.00,170.59,terrestrial,11.30,44.00,5.00
2018,DCJS,EAKI,1.00,39.50,terrestrial,11.30,44.00,5.00
2018,DCJS,EATO,4.00,155.78,terrestrial,11.30,44.00,5.00
2018,DCJS,EUST,2.00,154.14,terrestrial,11.30,44.00,5.00
2018,DCJS,EWPW,2.00,106.80,terrestrial,11.30,44.00,5.00
2018,DCJS,FISP,9.00,108.32,terrestrial,11.30,44.00,5.00
2018,DCJS,NHWR,1.00,10.67,terrestrial,11.30,44.00,5.00
2018,DCJS,MODO,1.00,131.52,terrestrial,11.30,44.00,5.00
2018,DCJS,NOCA,1.00,42.03,terrestrial,11.30,44.00,5.00
2018,DCJS,RWBL,1.00,58.02,terrestrial,11.30,44.00,5.00
2018,DCJS,SOSP,3.00,62.05,terrestrial,11.30,44.00,5.00
2018,DCJS,TRES,1.00,21.55,terrestrial,11.30,44.00,5.00
2018,DCJS,YEWA,8.50,82.73,terrestrial,11.30,44.00,5.00
2021,DCJS,AMWO,2.00,322.33,terrestrial,11.30,94.00,2.00
2021,DCJS,BCCH,2.00,21.52,terrestrial,11.30,94.00,2.00
2021,DCJS,BGGN,1.00,6.02,terrestrial,11.30,94.00,2.00
2021,DCJS,BHCO,2.00,92.67,terrestrial,11.30,94.00,2.00
2021,DCJS,BRTH,3.00,204.28,terrestrial,11.30,94.00,2.00
2021,DCJS,CEDW,1.00,33.10,terrestrial,11.30,94.00,2.00
2021,DCJS,CHSP,17.50,213.23,terrestrial,11.30,94.00,2.00
2021,DCJS,COGR,1.00,110.56,terrestrial,11.30,94.00,2.00
2021,DCJS,COYE,0.25,2.61,terrestrial,11.30,94.00,2.00
2021,DCJS,EAKI,1.50,59.26,terrestrial,11.30,94.00,2.00
2021,DCJS,EATO,6.00,233.66,terrestrial,11.30,94.00,2.00
2021,DCJS,FISP,16.00,192.56,terrestrial,11.30,94.00,2.00
2021,DCJS,NHWR,0.25,2.67,terrestrial,11.30,94.00,2.00
2021,DCJS,MODO,1.00,131.52,terrestrial,11.30,94.00,2.00
2021,DCJS,RWBL,2.00,116.04,terrestrial,11.30,94.00,2.00
2021,DCJS,TRES,2.00,43.10,terrestrial,11.30,94.00,2.00
2021,DCJS,YEWA,8.00,77.86,terrestrial,11.30,94.00,2.00
1991,DCSD,BAOR,0.50,17.06,terrestrial,10.20,to delete,to delete
1991,DCSD,CHSP,2.00,24.37,terrestrial,10.20,to delete,to delete
1991,DCSD,EAKI,3.50,138.27,terrestrial,10.20,to delete,to delete
1991,DCSD,FISP,1.00,12.04,terrestrial,10.20,to delete,to delete
1991,DCSD,NHWR,1.00,10.67,terrestrial,10.20,to delete,to delete
1991,DCSD,RWBL,4.00,232.08,terrestrial,10.20,to delete,to delete
1991,DCSD,TRES,3.50,75.42,terrestrial,10.20,to delete,to delete
1992,DCSD,BAOR,2.00,68.24,terrestrial,10.20,5.00,0.00
1992,DCSD,CHSP,1.50,18.28,terrestrial,10.20,5.00,0.00
1992,DCSD,EAKI,4.00,158.02,terrestrial,10.20,5.00,0.00
1992,DCSD,EUST,0.25,19.27,terrestrial,10.20,5.00,0.00
1992,DCSD,FISP,2.00,24.07,terrestrial,10.20,5.00,0.00
1992,DCSD,NHWR,2.00,21.35,terrestrial,10.20,5.00,0.00
1992,DCSD,RWBL,2.00,116.04,terrestrial,10.20,5.00,0.00
1992,DCSD,SOSP,0.25,5.17,terrestrial,10.20,5.00,0.00
1992,DCSD,SPSA,3.00,121.95,terrestrial,10.20,5.00,0.00
1992,DCSD,TRES,6.00,129.29,terrestrial,10.20,5.00,0.00
1996,DCSD,CHSP,1.00,12.18,terrestrial,10.20,55.00,0.00
1996,DCSD,EAKI,2.50,98.76,terrestrial,10.20,55.00,0.00
1996,DCSD,FISP,0.50,6.02,terrestrial,10.20,55.00,0.00
1996,DCSD,SOSP,3.50,72.40,terrestrial,10.20,55.00,0.00
1996,DCSD,SPSA,0.50,20.33,terrestrial,10.20,55.00,0.00
1996,DCSD,TRES,6.50,140.07,terrestrial,10.20,55.00,0.00
2001,DCSD,CHSP,5.50,67.02,terrestrial,10.20,190.00,0.00
2001,DCSD,EAKI,3.00,118.51,terrestrial,10.20,190.00,0.00
2001,DCSD,FISP,0.50,6.02,terrestrial,10.20,190.00,0.00
2001,DCSD,NOMO,0.50,24.02,terrestrial,10.20,190.00,0.00
2001,DCSD,SOSP,1.00,20.68,terrestrial,10.20,190.00,0.00
2001,DCSD,TRES,3.00,64.65,terrestrial,10.20,190.00,0.00
2008,DCSD,AGOL,0.50,6.42,terrestrial,10.20,592.00,4.00
2008,DCSD,AMRO,1.00,78.09,terrestrial,10.20,592.00,4.00
2008,DCSD,BHCO,1.00,46.33,terrestrial,10.20,592.00,4.00
2008,DCSD,CEDW,2.00,66.21,terrestrial,10.20,592.00,4.00
2008,DCSD,CHSP,6.50,79.20,terrestrial,10.20,592.00,4.00
2008,DCSD,EAKI,2.00,79.01,terrestrial,10.20,592.00,4.00
2008,DCSD,EAWP,2.00,28.20,terrestrial,10.20,592.00,4.00
2008,DCSD,EUST,0.25,19.27,terrestrial,10.20,592.00,4.00
2008,DCSD,FISP,6.00,72.21,terrestrial,10.20,592.00,4.00
2008,DCSD,NHWR,4.00,42.69,terrestrial,10.20,592.00,4.00
2008,DCSD,KILL,2.00,117.25,terrestrial,10.20,592.00,4.00
2008,DCSD,NOMO,1.00,48.05,terrestrial,10.20,592.00,4.00
2008,DCSD,RWBL,5.00,290.10,terrestrial,10.20,592.00,4.00
2008,DCSD,SOSP,0.25,5.17,terrestrial,10.20,592.00,4.00
2008,DCSD,TRES,4.00,86.19,terrestrial,10.20,592.00,4.00
2008,DCSD,YEWA,1.00,9.73,terrestrial,10.20,592.00,4.00
2013,DCSD,BAOR,1.00,34.12,terrestrial,10.20,to delete,to delete
2013,DCSD,BRTH,0.50,34.05,terrestrial,10.20,to delete,to delete
2013,DCSD,CHSP,7.00,85.29,terrestrial,10.20,to delete,to delete
2013,DCSD,EAKI,1.00,39.50,terrestrial,10.20,to delete,to delete
2013,DCSD,EATO,0.50,19.47,terrestrial,10.20,to delete,to delete
2013,DCSD,EAWP,2.00,28.20,terrestrial,10.20,to delete,to delete
2013,DCSD,EWPW,1.00,53.40,terrestrial,10.20,to delete,to delete
2013,DCSD,FISP,8.00,96.28,terrestrial,10.20,to delete,to delete
2013,DCSD,NHWR,6.00,64.04,terrestrial,10.20,to delete,to delete
2013,DCSD,NOMO,1.00,48.05,terrestrial,10.20,to delete,to delete
2013,DCSD,RWBL,4.00,232.08,terrestrial,10.20,to delete,to delete
2013,DCSD,TRES,4.00,86.19,terrestrial,10.20,to delete,to delete
2013,DCSD,WAVI,1.00,13.47,terrestrial,10.20,to delete,to delete
2013,DCSD,YEWA,1.00,9.73,terrestrial,10.20,to delete,to delete
2016,DCSD,AMRO,1.00,78.09,terrestrial,10.20,402.00,15.00
2016,DCSD,BGGN,1.00,6.02,terrestrial,10.20,402.00,15.00
2016,DCSD,BRTH,1.00,68.09,terrestrial,10.20,402.00,15.00
2016,DCSD,CEDW,1.00,33.10,terrestrial,10.20,402.00,15.00
2016,DCSD,CHSP,4.00,48.74,terrestrial,10.20,402.00,15.00
2016,DCSD,COYE,0.25,2.61,terrestrial,10.20,402.00,15.00
2016,DCSD,EAKI,2.00,79.01,terrestrial,10.20,402.00,15.00
2016,DCSD,EATO,1.00,38.94,terrestrial,10.20,402.00,15.00
2016,DCSD,FISP,7.00,84.25,terrestrial,10.20,402.00,15.00
2016,DCSD,NHWR,8.00,85.39,terrestrial,10.20,402.00,15.00
2016,DCSD,RWBL,3.00,174.06,terrestrial,10.20,402.00,15.00
2016,DCSD,SOSP,0.50,10.34,terrestrial,10.20,402.00,15.00
2016,DCSD,YEWA,6.00,58.40,terrestrial,10.20,402.00,15.00
2021,DCSD,BCCH,1.50,16.14,terrestrial,10.20,300.00,13.00
2021,DCSD,BGGN,1.00,6.02,terrestrial,10.20,300.00,13.00
2021,DCSD,BRTH,1.00,68.09,terrestrial,10.20,300.00,13.00
2021,DCSD,CHSP,4.50,54.83,terrestrial,10.20,300.00,13.00
2021,DCSD,EAKI,0.50,19.75,terrestrial,10.20,300.00,13.00
2021,DCSD,EATO,1.00,38.94,terrestrial,10.20,300.00,13.00
2021,DCSD,EWPW,0.50,26.70,terrestrial,10.20,300.00,13.00
2021,DCSD,FISP,14.50,174.51,terrestrial,10.20,300.00,13.00
2021,DCSD,NHWR,5.50,58.70,terrestrial,10.20,300.00,13.00
2021,DCSD,RWBL,2.50,145.05,terrestrial,10.20,300.00,13.00
2021,DCSD,TRES,0.50,10.77,terrestrial,10.20,300.00,13.00
2021,DCSD,YEWA,3.00,29.20,terrestrial,10.20,300.00,13.00
1991,IDSS,BOBO,1.00,31.91,terrestrial,10.90,to delete,to delete
1991,IDSS,CHSP,5.00,60.92,terrestrial,10.90,to delete,to delete
1991,IDSS,EAKI,3.00,118.51,terrestrial,10.90,to delete,to delete
1991,IDSS,EUST,5.00,385.34,terrestrial,10.90,to delete,to delete
1991,IDSS,KILL,3.00,175.88,terrestrial,10.90,to delete,to delete
1991,IDSS,MALL,1.00,1113.00,terrestrial,10.90,to delete,to delete
