site_code,sample_year,species_code,breeding_territories
ROWB,1991,RHWO,2
ROWB,1991,RWBL,10
ROWB,1991,SOSP,3
ROWB,1991,TRES,9
ROWB,1991,WAVI,1
ROWB,1991,YWAR,2.5
ROWB,1994,AMRE,1
ROWB,1994,AMRO,3
ROWB,1994,BAOR,6
ROWB,1994,BCCH,1
ROWB,1994,BGGN,1.5
ROWB,1994,BLJA,1
ROWB,1994,CHSP,1
ROWB,1994,COGR,2
ROWB,1994,COYE,4.5
ROWB,1994,DOWO,2
ROWB,1994,EAKI,2
ROWB,1994,EAWP,10
ROWB,1994,EUST,4
ROWB,1994,EWPW,2
ROWB,1994,GCFL,2
ROWB,1994,GRCA,3
ROWB,1994,HOWR,12
ROWB,1994,MODO,3
ROWB,1994,NOFL,2
ROWB,1994,RBWO,0.5
ROWB,1994,REVI,4
ROWB,1994,RTHU,1
ROWB,1994,RWBL,16.5
ROWB,1994,SOSP,3
ROWB,1994,TRES,11
ROWB,1994,WAVI,5.5
ROWB,1994,YBCU,2
ROWB,1994,YWAR,7.5
ROWB,1997,AMRE,2
ROWB,1997,AMRO,1
ROWB,1997,BAOR,11
ROWB,1997,BCCH,2
ROWB,1997,BGGN,2
ROWB,1997,BLJA,2
ROWB,1997,CHSP,3
ROWB,1997,COGR,1
ROWB,1997,COYE,6
ROWB,1997,DOWO,1
ROWB,1997,EAKI,3.5
ROWB,1997,EATO,0.25
ROWB,1997,EAWP,8
ROWB,1997,EUST,4
ROWB,1997,EWPW,1
ROWB,1997,GCFL,2
ROWB,1997,GRCA,2.5
ROWB,1997,HOWR,12
ROWB,1997,MODO,1.5
ROWB,1997,NOCA,1
ROWB,1997,NOFL,3
ROWB,1997,RBWO,0.25
ROWB,1997,REVI,5
ROWB,1997,RTHA,1
ROWB,1997,RTHU,1
ROWB,1997,RWBL,13
ROWB,1997,SOSP,1
ROWB,1997,TRES,14
ROWB,1997,WAVI,3
ROWB,1997,YBCU,2
ROWB,1997,YWAR,7.5
ROWB,2002,AMRO,1
ROWB,2002,BAOR,4
ROWB,2002,BCCH,1
ROWB,2002,BGGN,1
ROWB,2002,BHCO,1
ROWB,2002,CHSP,1
ROWB,2002,COGR,2
ROWB,2002,COYE,4
ROWB,2002,DOWO,1
ROWB,2002,EAKI,3
ROWB,2002,EATO,1
ROWB,2002,EAWP,3
ROWB,2002,EUST,2
ROWB,2002,EWPW,4
ROWB,2002,GCFL,2
ROWB,2002,GRCA,5
ROWB,2002,HOME,1
ROWB,2002,HOWR,10.5
ROWB,2002,NOCA,1
ROWB,2002,NOFL,1
ROWB,2002,REVI,1
ROWB,2002,RWBL,12
ROWB,2002,SOSP,3
ROWB,2002,TRES,8
ROWB,2002,WAVI,1
ROWB,2002,YBCU,1
ROWB,2002,YWAR,7
ROWB,2008,AMRO,1
ROWB,2008,AMWO,1
ROWB,2008,BAOR,6
ROWB,2008,BCCH,1
ROWB,2008,BHCO,1
ROWB,2008,BLJA,3
ROWB,2008,COGR,1
ROWB,2008,COYE,5
ROWB,2008,DOWO,1
ROWB,2008,EAKI,1.5
ROWB,2008,EATO,0.5
ROWB,2008,EAWP,3
ROWB,2008,EWPW,1
ROWB,2008,FISP,1.5
ROWB,2008,GCFL,3
ROWB,2008,GRCA,4
ROWB,2008,HAWO,1
ROWB,2008,HOWR,10
ROWB,2008,INBU,1
ROWB,2008,MODO,1
ROWB,2008,NOFL,0.5
ROWB,2008,RBWO,2
ROWB,2008,REVI,2
ROWB,2008,RTHA,1
ROWB,2008,RWBL,5
ROWB,2008,TRES,3
ROWB,2008,YBCU,1
ROWB,2008,YWAR,12
ROWB,2013,AMRO,2
ROWB,2013,BAOR,3
ROWB,2013,BCCH,3
ROWB,2013,BHCO,2
ROWB,2013,BLJA,2
ROWB,2013,BRTH,1
ROWB,2013,CHSP,1
ROWB,2013,COGR,1
ROWB,2013,COYE,9
ROWB,2013,DOWO,2
ROWB,2013,EAKI,0.25
ROWB,2013,EASO,1
ROWB,2013,EATO,2
ROWB,2013,EAWP,5
ROWB,2013,EUST,1
ROWB,2013,EWPW,3
ROWB,2013,GCFL,5
ROWB,2013,GRCA,6.5
ROWB,2013,HOWR,8
ROWB,2013,MODO,2
ROWB,2013,NOCA,3
ROWB,2013,NOFL,2
ROWB,2013,REVI,4
ROWB,2013,RTHA,0.5
ROWB,2013,RWBL,7
ROWB,2013,TRES,4
ROWB,2013,WODU,1
ROWB,2013,YWAR,9
ROWB,2016,AMRE,0.25
ROWB,2016,AMRO,2
ROWB,2016,BAOR,5
ROWB,2016,BCCH,2
ROWB,2016,BLJA,2
ROWB,2016,BRTH,1
ROWB,2016,CHSP,0.25
ROWB,2016,COGR,2
ROWB,2016,COYE,9
ROWB,2016,EAKI,3
ROWB,2016,EATO,2
ROWB,2016,EAWP,4.5
ROWB,2016,EUST,1
ROWB,2016,EWPW,1
ROWB,2016,GCFL,4
ROWB,2016,GRCA,4
ROWB,2016,HOWR,7
ROWB,2016,MODO,3
ROWB,2016,NOFL,3
ROWB,2016,REVI,6
ROWB,2016,RWBL,8.5
ROWB,2016,SWSP,1.5
ROWB,2016,TRES,3
ROWB,2016,WAVI,4
ROWB,2016,YBCU,2
ROWB,2016,YWAR,11
ROWB,2017,AMWO,2
ROWB,2017,BAOR,3
ROWB,2017,BCCH,2
ROWB,2017,BRTH,1
ROWB,2017,COYE,5
ROWB,2017,EATO,2
ROWB,2017,EAWP,3
ROWB,2017,EUST,1
ROWB,2017,EWPW,4
ROWB,2017,GCFL,2
ROWB,2017,GRCA,2
ROWB,2017,HOWR,6
ROWB,2017,LEFL,2
ROWB,2017,MODO,1
ROWB,2017,NOFL,1
ROWB,2017,RBWO,1
ROWB,2017,REVI,2.5
ROWB,2017,RWBL,5
ROWB,2017,TRES,2
ROWB,2017,YBCU,2
ROWB,2017,YWAR,19
ROWB,2019,AMRE,4
ROWB,2019,AMRO,2.5
ROWB,2019,BAOR,3
ROWB,2019,BCCH,3
ROWB,2019,BGGN,1
ROWB,2019,BLJA,2
ROWB,2019,BRTH,2
ROWB,2019,CHSP,1
ROWB,2019,COGR,1
ROWB,2019,COYE,5.5
ROWB,2019,DOWO,1
ROWB,2019,EAKI,1
ROWB,2019,EATO,2
ROWB,2019,EAWP,4
ROWB,2019,EUST,1
ROWB,2019,EWPW,5
ROWB,2019,GCFL,2
ROWB,2019,GRCA,3
ROWB,2019,HOWR,8
ROWB,2019,MODO,3
ROWB,2019,NOFL,1
ROWB,2019,RBWO,2
ROWB,2019,REVI,6
ROWB,2019,RWBL,10.5
ROWB,2019,YBCU,2
ROWB,2019,YWAR,11.5
ROWB,2021,AMRE,3
ROWB,2021,AMRO,3
ROWB,2021,BAEA,1
ROWB,2021,BAOR,3
ROWB,2021,BCCH,1
ROWB,2021,BHCO,1
ROWB,2021,BLJA,2
ROWB,2021,BRTH,0.25
ROWB,2021,CHSW,1
ROWB,2021,COGR,2
ROWB,2021,COYE,10.5
ROWB,2021,DOWO,1
ROWB,2021,EAKI,2
ROWB,2021,EASO,1
ROWB,2021,EATO,1
ROWB,2021,EAWP,4
ROWB,2021,EUST,2
ROWB,2021,EWPW,2
ROWB,2021,GCFL,2
ROWB,2021,GRCA,4
ROWB,2021,HOWR,10
ROWB,2021,INBU,2
ROWB,2021,MODO,4
ROWB,2021,NOFL,1
ROWB,2021,RBWO,1.5
ROWB,2021,REVI,8.5
ROWB,2021,RWBL,10
ROWB,2021,SCTA,1
ROWB,2021,SWSP,1
ROWB,2021,TRES,4
ROWB,2021,WBNU,0.25
ROWB,2021,WITU,1
ROWB,2021,YBCU,3
ROWB,2021,YWAR,8.5
ROWP,1991,ABDU,1
ROWP,1991,AMGO,2
ROWP,1991,AMRO,2
ROWP,1991,BAOR,3
ROWP,1991,CAGO,1
ROWP,1991,CEDW,1
ROWP,1991,COGR,2
ROWP,1991,COYE,0.5
ROWP,1991,EAKI,3
ROWP,1991,EAWP,3
ROWP,1991,EUST,3
ROWP,1991,HOWR,5
ROWP,1991,MALL,1
ROWP,1991,MAWR,4
ROWP,1991,PROW,1
ROWP,1991,REVI,1
ROWP,1991,RWBL,23
ROWP,1991,SOSP,16
ROWP,1991,TRES,8.5
ROWP,1991,YWAR,2.5
ROWP,1994,AMRO,1
ROWP,1994,BAOR,5
ROWP,1994,COGR,4
ROWP,1994,COYE,3
ROWP,1994,DOWO,1
ROWP,1994,EAKI,3
ROWP,1994,EAWP,6
ROWP,1994,EUST,5
ROWP,1994,GHOW,1
ROWP,1994,HOWR,1
ROWP,1994,MAWR,2
ROWP,1994,MODO,0.5
ROWP,1994,NOFL,2
ROWP,1994,RHWO,1
ROWP,1994,RWBL,16
ROWP,1994,SOSP,8
ROWP,1994,TRES,17
ROWP,1994,YWAR,5.5
ROWP,1997,AMRO,1.5
ROWP,1997,BAOR,5
ROWP,1997,COGR,2
ROWP,1997,COYE,5
ROWP,1997,DOWO,1
ROWP,1997,EAKI,4
ROWP,1997,EAWP,6
ROWP,1997,EUST,3
ROWP,1997,GRCA,1
ROWP,1997,HOWR,1
ROWP,1997,LEBI,1
ROWP,1997,MODO,1
ROWP,1997,NOCA,2
ROWP,1997,REVI,2
ROWP,1997,RWBL,22
ROWP,1997,SOSP,10
ROWP,1997,TRES,14
ROWP,1997,WAVI,2
ROWP,1997,WIFL,1
ROWP,1997,YWAR,11
ROWP,2002,AMWO,1
ROWP,2002,BAOR,3
ROWP,2002,BHCO,1
ROWP,2002,CARW,2
ROWP,2002,CHSP,1
ROWP,2002,COGR,1
ROWP,2002,COYE,7.5
ROWP,2002,EAKI,3
ROWP,2002,EAWP,6
ROWP,2002,EUST,2
ROWP,2002,GRCA,3
ROWP,2002,HOWR,1
ROWP,2002,MAWR,1
ROWP,2002,NOCA,2
ROWP,2002,NOFL,1
ROWP,2002,RWBL,16
ROWP,2002,SOSP,5
ROWP,2002,TRES,6
ROWP,2002,WAVI,2
ROWP,2002,WIFL,1
ROWP,2002,WODU,1
ROWP,2002,YWAR,12
ROWP,2008,AMRO,1.5
ROWP,2008,AMWO,1
ROWP,2008,BAOR,3
ROWP,2008,CHSP,1
ROWP,2008,COYE,1
ROWP,2008,DOWO,1
ROWP,2008,EAKI,3
ROWP,2008,EAWP,5
ROWP,2008,EUST,3
ROWP,2008,EWPW,1
ROWP,2008,GRCA,4
ROWP,2008,HOWR,3
ROWP,2008,MODO,1
ROWP,2008,REVI,4
ROWP,2008,RTHU,1
ROWP,2008,RWBL,12.5
ROWP,2008,SOSP,1
ROWP,2008,TRES,3
ROWP,2008,WAVI,2
ROWP,2008,YWAR,10
ROWP,2016,AMRE,1
ROWP,2016,AMRO,2.5
ROWP,2016,AMWO,1
ROWP,2016,BAOR,3
ROWP,2016,BRTH,1
ROWP,2016,CHSP,2
ROWP,2016,CHSW,2
ROWP,2016,COGR,2
ROWP,2016,COYE,11
ROWP,2016,CSWA,1
ROWP,2016,EAKI,4
ROWP,2016,EATO,1
ROWP,2016,EAWP,5
ROWP,2016,EUST,2
ROWP,2016,GRCA,5
ROWP,2016,HOWR,3
ROWP,2016,LEBI,0.5
ROWP,2016,MODO,3
ROWP,2016,NOFL,2
ROWP,2016,OROR,1
ROWP,2016,REVI,1
ROWP,2016,RTHU,1
ROWP,2016,RWBL,22
ROWP,2016,SOSP,2.5
ROWP,2016,SWSP,0.5
ROWP,2016,TRES,2
ROWP,2016,WAVI,6
ROWP,2016,YBCU,1
ROWP,2016,YWAR,21
ROWP,2017,AMRE,1
ROWP,2017,AMRO,2
ROWP,2017,BAOR,2
ROWP,2017,BCCH,1
ROWP,2017,BLJA,1
ROWP,2017,BRTH,1
ROWP,2017,CARW,1
ROWP,2017,CEDW,2
ROWP,2017,CHSP,1
ROWP,2017,CHSW,1
ROWP,2017,COGR,3
ROWP,2017,COYE,11
ROWP,2017,DOWO,1
ROWP,2017,EAKI,5
ROWP,2017,EASO,1
ROWP,2017,EATO,2
ROWP,2017,EAWP,8
ROWP,2017,EUST,5
ROWP,2017,GCFL,2
ROWP,2017,GRCA,6
ROWP,2017,HOWR,3
ROWP,2017,LEFL,1
ROWP,2017,MAWR,6
ROWP,2017,MODO,2
ROWP,2017,NOCA,1
ROWP,2017,NOFL,1
ROWP,2017,REVI,4
ROWP,2017,RTHU,1
ROWP,2017,RWBL,18
ROWP,2017,SOSP,2
ROWP,2017,SWSP,4
ROWP,2017,TRES,5
ROWP,2017,WAVI,9
ROWP,2017,WODU,1
ROWP,2017,YWAR,25
ROWP,2019,AMRO,2
ROWP,2019,AMWO,2
ROWP,2019,BAOR,2
ROWP,2019,BCCH,2
ROWP,2019,COGR,5
ROWP,2019,COYE,7
ROWP,2019,DOWO,1
ROWP,2019,EAKI,6.5
ROWP,2019,EATO,1
ROWP,2019,EAWP,5
ROWP,2019,EUST,4
ROWP,2019,GRCA,7
ROWP,2019,HOWR,1
ROWP,2019,LEBI,1
ROWP,2019,MAWR,1.5
ROWP,2019,MODO,4
ROWP,2019,NOCA,1
ROWP,2019,NOFL,1
ROWP,2019,REVI,7
ROWP,2019,RTHU,1
ROWP,2019,RWBL,25
ROWP,2019,SOSP,6
ROWP,2019,TRES,4
ROWP,2019,WAVI,7
ROWP,2019,WODU,3
ROWP,2019,YWAR,23
ROWP,2021,AMCR,1
ROWP,2021,AMRE,1
ROWP,2021,AMRO,1
ROWP,2021,AMWO,2
ROWP,2021,BAEA,1
ROWP,2021,BAOR,2
ROWP,2021,BCCH,1
ROWP,2021,BEKI,0.25
ROWP,2021,CEDW,1
ROWP,2021,CHSW,1
ROWP,2021,COGR,3
ROWP,2021,COYE,10
ROWP,2021,EAKI,5.5
ROWP,2021,EASO,1
ROWP,2021,EAWP,3
ROWP,2021,EUST,2
ROWP,2021,GRCA,5
ROWP,2021,GRHE,1
ROWP,2021,HOWR,4.5
ROWP,2021,MAWR,3
ROWP,2021,MODO,4
ROWP,2021,NOCA,2
ROWP,2021,OROR,2
ROWP,2021,REVI,2
ROWP,2021,RTHU,1
ROWP,2021,RWBL,28
ROWP,2021,TRES,3
ROWP,2021,WAVI,7
ROWP,2021,WIFL,0.25
ROWP,2021,WODU,1
ROWP,2021,YBCU,2
ROWP,2021,YWAR,24
SRS1,1991,EABL,0.5
SRS1,1991,EAKI,1
SRS1,1991,KILL,2.5
SRS1,1991,RWBL,2.5
SRS1,1991,SPSA,3.5
SRS1,1993,EAKI,1.5
SRS1,1993,KILL,1
SRS1,1993,RWBL,3.5
SRS1,1993,SPSA,1
SRS1,1997,EAKI,0.5
SRS1,1997,KILL,1
SRS1,1997,RWBL,5
SRS1,1997,SOSP,1
SRS1,1997,SPSA,0.5
SRS1,2002,CHSP,0.5
SRS1,2002,EAKI,2
SRS1,2002,KILL,2
SRS1,2002,RWBL,5
SRS1,2007,CEDW,0.25
SRS1,2007,CHSP,5.5
SRS1,2007,EAKI,1
SRS1,2007,FISP,3
SRS1,2007,KILL,2.5
SRS1,2007,NOMO,1
SRS1,2007,RWBL,5
SRS1,2007,SOSP,3.5
SRS1,2007,SPSA,1
SRS1,2007,YWAR,0.25
SRS1,2010,CHSP,2.5
SRS1,2010,EAKI,0.25
SRS1,2010,EWPW,0.5
SRS1,2010,FISP,8
SRS1,2010,KILL,2
SRS1,2010,MALL,1
SRS1,2010,RWBL,12
SRS1,2010,WISN,1
SRS1,2013,CHSP,3.5
SRS1,2013,FISP,5
SRS1,2013,KILL,1
SRS1,2013,MAWR,2
SRS1,2013,RWBL,15
SRS1,2013,SOSP,2
SRS1,2013,WISN,1
SRS1,2013,YWAR,1.5
SRS1,2016,AMRO,1
SRS1,2016,BRTH,1
SRS1,2016,CHSP,4
SRS1,2016,EAKI,1
SRS1,2016,FISP,2.5
SRS1,2016,KILL,1
SRS1,2016,NOFL,0.25
SRS1,2016,RWBL,10
SRS1,2016,SOSP,3
SRS1,2016,YWAR,2
SRS1,2021,AMBI,1
SRS1,2021,AMRO,0.5
SRS1,2021,BRTH,2
SRS1,2021,CHSP,4
SRS1,2021,COGR,1
SRS1,2021,EAKI,1
SRS1,2021,FISP,6
SRS1,2021,HOWR,2
SRS1,2021,KILL,0.5
SRS1,2021,MALL,1.5
SRS1,2021,RWBL,26
SRS1,2021,TRES,0.25
SRS1,2021,YWAR,5.5
SRS2,1991,BHCO,0.25
SRS2,1991,CHSP,1
SRS2,1991,EAKI,0.5
SRS2,1991,KILL,2.5
SRS2,1991,RWBL,2
SRS2,1991,SPSA,1.5
SRS2,1993,CHSP,1
SRS2,1993,KILL,1
SRS2,1993,RWBL,0.5
SRS2,1993,SOSP,2
SRS2,1997,EAKI,0.5
SRS2,1997,RWBL,2
SRS2,1997,SOSP,2.5
SRS2,1997,TRES,2
SRS2,2002,CHSP,0.5
SRS2,2002,EAKI,1
SRS2,2002,KILL,3
SRS2,2002,RWBL,3
SRS2,2002,SPSA,2
SRS2,2007,AMRO,0.5
SRS2,2007,CHSP,4
SRS2,2007,FISP,0.25
SRS2,2007,KILL,2
SRS2,2007,RWBL,5
SRS2,2007,SOSP,4.5
SRS2,2007,SPSA,0.5
SRS2,2007,TRES,1
SRS2,2007,WIFL,0.25
SRS2,2010,EAKI,0.25
SRS2,2010,KILL,1
SRS2,2010,RWBL,7
SRS2,2010,WISN,1
SRS2,2013,CHSP,2
SRS2,2013,FISP,1
SRS2,2013,RWBL,10
SRS2,2013,SOSP,1.5
SRS2,2013,YWAR,1
SRS2,2016,CHSP,2
SRS2,2016,COYE,0.25
SRS2,2016,EAKI,1
SRS2,2016,EATO,0.5
SRS2,2016,FISP,1
SRS2,2016,KILL,3
SRS2,2016,RWBL,5
SRS2,2016,SOSP,1
SRS2,2016,WISN,0.5
SRS2,2016,YWAR,2.5
SRS2,2021,AMBI,0.5
SRS2,2021,BRTH,0.25
SRS2,2021,CHSP,2
SRS2,2021,COYE,2
SRS2,2021,EAKI,1.5
SRS2,2021,FISP,2.5
SRS2,2021,HOWR,0.5
SRS2,2021,MAWR,0.5
SRS2,2021,RWBL,13
SRS2,2021,SOSP,2.5
SRS2,2021,YWAR,6
STDP,1991,BAOR,1
STDP,1991,BCCH,1
STDP,1991,COGR,1
STDP,1991,COYE,4
STDP,1991,EAKI,3.5
STDP,1991,HOWR,0.5
STDP,1991,RWBL,30
STDP,1991,SOSP,9
STDP,1991,TRES,4
STDP,1991,YWAR,4.5
STDP,1993,BAOR,2
STDP,1993,CEDW,1
STDP,1993,COGR,2
STDP,1993,COYE,6
STDP,1993,EAKI,4
STDP,1993,FISP,0.25
STDP,1993,HOWR,1.5
STDP,1993,MODO,2
STDP,1993,RWBL,41
STDP,1993,SOSP,8.5
STDP,1993,TRES,5.5
STDP,1993,YWAR,2
STDP,1998,BAOR,1.5
STDP,1998,COGR,1
STDP,1998,COYE,8
STDP,1998,EAKI,2
STDP,1998,GCFL,0.5
STDP,1998,MODO,1
STDP,1998,RWBL,24.5
STDP,1998,SOSP,9
STDP,1998,TRES,4.5
STDP,1998,WAVI,1
STDP,1998,YWAR,9
STDP,2003,BAOR,2
STDP,2003,BRTH,0.25
STDP,2003,CEDW,1
STDP,2003,CHSP,1.5
STDP,2003,COYE,7.5
STDP,2003,EAKI,5
STDP,2003,EAWP,1
STDP,2003,EWPW,0.25
STDP,2003,FISP,1
STDP,2003,GRCA,0.25
STDP,2003,MALL,1
STDP,2003,RWBL,31
STDP,2003,SORA,1
STDP,2003,SOSP,3.5
STDP,2003,SWSP,2
STDP,2003,TRES,2
STDP,2003,YWAR,8
STDP,2006,AMRO,1.5
STDP,2006,BAOR,3.5
STDP,2006,BCCH,1
STDP,2006,CHSP,3
STDP,2006,COGR,1
STDP,2006,COYE,11
STDP,2006,EAKI,5
STDP,2006,EATO,2
STDP,2006,EAWP,1.5
STDP,2006,EWPW,0.25
STDP,2006,FISP,2
STDP,2006,GCFL,0.5
STDP,2006,HOME,1
STDP,2006,HOWR,5
STDP,2006,LEFL,1
STDP,2006,MODO,2.5
STDP,2006,NRWS,0.5
STDP,2006,PBGR,1
STDP,2006,REVI,1.5
STDP,2006,RWBL,30
STDP,2006,SOSP,9.5
STDP,2006,SWSP,2
STDP,2006,TRES,2.5
STDP,2006,WAVI,1
STDP,2006,YWAR,15.5
STDP,2009,AMRO,0.25
STDP,2009,BAOR,0.25
STDP,2009,CEDW,5
STDP,2009,CHSP,0.5
STDP,2009,COYE,5
STDP,2009,EAKI,5
STDP,2009,EATO,0.5
STDP,2009,EWPW,0.5
STDP,2009,FISP,1.5
STDP,2009,GCFL,0.25
STDP,2009,GRCA,2
STDP,2009,HOME,1
STDP,2009,HOWR,1
STDP,2009,MODO,0.25
STDP,2009,RWBL,29
STDP,2009,SOSP,6
STDP,2009,SWSP,0.5
STDP,2009,YWAR,9
STDP,2011,AMGO,1
STDP,2011,AMRO,2
STDP,2011,BAOR,2
STDP,2011,BBCU,1
STDP,2011,BRTH,1
STDP,2011,CEDW,1
STDP,2011,COYE,6
STDP,2011,EAKI,3.5
STDP,2011,EATO,1
STDP,2011,EAWP,0.5
STDP,2011,EWPW,2
STDP,2011,FISP,2
STDP,2011,GCFL,1
STDP,2011,GRCA,1
STDP,2011,HOME,1
STDP,2011,HOWR,3
STDP,2011,LEFL,1
STDP,2011,MODO,0.5
STDP,2011,PBGR,2
STDP,2011,RWBL,29
STDP,2011,SOSP,6.5
STDP,2011,WAVI,1
STDP,2011,YWAR,15
STDP,2016,BAOR,1
STDP,2016,BCCH,1
STDP,2016,CHSP,2.5
STDP,2016,COYE,13.5
STDP,2016,EAKI,4
STDP,2016,EATO,1
STDP,2016,FISP,2
STDP,2016,HOME,1
STDP,2016,HOWR,2
STDP,2016,MODO,2
STDP,2016,PBGR,1
STDP,2016,RWBL,32
STDP,2016,SOSP,5
STDP,2016,SWSP,2
STDP,2016,TRES,1
STDP,2016,YWAR,17.5
STDP,2018,AMGO,1
STDP,2018,AMRO,2
STDP,2018,BAOR,3
STDP,2018,BCCH,1
STDP,2018,BLJA,0.5
STDP,2018,BRTH,4
STDP,2018,CHSP,5
STDP,2018,COGR,1
STDP,2018,COYE,14
STDP,2018,EAKI,3
STDP,2018,EATO,7
STDP,2018,FISP,5
STDP,2018,GCFL,0.25
STDP,2018,HOME,1
STDP,2018,HOWR,4
STDP,2018,MAWR,1
STDP,2018,MODO,4
STDP,2018,NOFL,1
STDP,2018,OROR,2
STDP,2018,PBGR,2
STDP,2018,RWBL,16
STDP,2018,SOSP,9
STDP,2018,TRES,3
STDP,2018,VIRA,1
STDP,2018,WAVI,2
STDP,2018,YBCU,1
STDP,2018,YWAR,17.5
STDP,2021,AMGO,1
STDP,2021,AMRO,0.25
STDP,2021,BAOR,1
STDP,2021,BCCH,2
STDP,2021,BHCO,1
STDP,2021,BLJA,0.5
STDP,2021,BRTH,2.5
STDP,2021,CEDW,1
STDP,2021,CHSP,3
STDP,2021,COGR,2
STDP,2021,COYE,15
STDP,2021,EAKI,4
STDP,2021,EATO,4.5
STDP,2021,FISP,2.5
STDP,2021,HOWR,2
STDP,2021,MALL,1
STDP,2021,MODO,1.5
STDP,2021,NOCA,0.5
STDP,2021,PBGR,2
STDP,2021,RWBL,15.5
STDP,2021,SOSP,2
STDP,2021,TRES,3
STDP,2021,YBCU,0.25
STDP,2021,YWAR,17.5
TMSL,1991,AMGO,3
TMSL,1991,AMWO,2
TMSL,1991,BAOR,2.5
TMSL,1991,BBCU,1
TMSL,1991,BCCH,4
TMSL,1991,BLJA,1
TMSL,1991,BRTH,3
TMSL,1991,CARW,3
TMSL,1991,CEDW,1
TMSL,1991,CHSP,1
TMSL,1991,COGR,6.5
TMSL,1991,COYE,10.5
TMSL,1991,EAKI,3
TMSL,1991,EATO,1
TMSL,1991,EAWP,3
TMSL,1991,FISP,1
TMSL,1991,GCFL,2
TMSL,1991,GRCA,3
TMSL,1991,HOWR,10
TMSL,1991,MALL,1
TMSL,1991,MODO,3.5
TMSL,1991,NOCA,1
TMSL,1991,NOFL,0.5
TMSL,1991,RWBL,12
TMSL,1991,SOSP,10.5
TMSL,1991,SWSP,1
TMSL,1991,TRES,2.5
TMSL,1991,YWAR,2
TMSL,1992,AMGO,1
TMSL,1992,AMWO,1
TMSL,1992,BAOR,3
TMSL,1992,BCCH,3
TMSL,1992,BHCO,1
TMSL,1992,BRTH,3
TMSL,1992,CARW,2
TMSL,1992,CEDW,1
TMSL,1992,CHSP,3
TMSL,1992,COGR,6
TMSL,1992,COYE,9
TMSL,1992,EAKI,2.5
TMSL,1992,EAPH,0.5
TMSL,1992,EATO,2
TMSL,1992,EAWP,4
TMSL,1992,EUST,1
TMSL,1992,EWPW,1
TMSL,1992,FISP,3.5
TMSL,1992,GCFL,3
TMSL,1992,GRCA,3
TMSL,1992,HOWR,8.5
TMSL,1992,INBU,1
TMSL,1992,MALL,1
TMSL,1992,MODO,3
TMSL,1992,NOCA,2
TMSL,1992,NOFL,0.5
TMSL,1992,RWBL,11.5
TMSL,1992,SOSP,8.5
TMSL,1992,SWSP,2
TMSL,1992,TRES,3
TMSL,1992,VIRA,1
TMSL,1992,WODU,1
TMSL,1992,YWAR,4.5
TMSL,1996,AMGO,1
TMSL,1996,AMRE,3
TMSL,1996,AMWO,2
TMSL,1996,BAOR,4
TMSL,1996,BCCH,1
TMSL,1996,BGGN,2
TMSL,1996,BHCO,3
TMSL,1996,BLJA,1
TMSL,1996,BRTH,3
TMSL,1996,CEDW,1
TMSL,1996,CHSP,7.5
TMSL,1996,COGR,1
TMSL,1996,COYE,15
TMSL,1996,EAKI,3
TMSL,1996,EATO,5
TMSL,1996,EAWP,6
TMSL,1996,EWPW,2
TMSL,1996,GCFL,2
TMSL,1996,GRCA,10
TMSL,1996,HOWR,13
TMSL,1996,MAWR,1
TMSL,1996,MODO,2.5
TMSL,1996,NOCA,3
TMSL,1996,REVI,3
TMSL,1996,RTHU,2
TMSL,1996,RWBL,18
TMSL,1996,SOSP,10
TMSL,1996,SWSP,2
TMSL,1996,TRES,4
TMSL,1996,WEVI,1
TMSL,1996,YWAR,17
TMSL,2000,AMRO,1
TMSL,2000,AMWO,4
TMSL,2000,BAOR,1
TMSL,2000,BCCH,2
TMSL,2000,BGGN,1
TMSL,2000,BLJA,1
TMSL,2000,BRTH,4
TMSL,2000,CARW,1
TMSL,2000,CEDW,2
TMSL,2000,CHSP,8
TMSL,2000,COGR,1
TMSL,2000,COYE,12.5
TMSL,2000,EAKI,4
TMSL,2000,EATO,1
TMSL,2000,EAWP,5
TMSL,2000,EWPW,3
TMSL,2000,GCFL,4
TMSL,2000,GRCA,9
TMSL,2000,HOWR,13
TMSL,2000,MALL,1
TMSL,2000,MAWR,1
TMSL,2000,MODO,4
TMSL,2000,NOCA,1
TMSL,2000,RTHU,1
TMSL,2000,RWBL,17.5
TMSL,2000,SOSP,8.5
TMSL,2000,SWSP,3
TMSL,2000,TRES,5
TMSL,2000,YWAR,28
TMSL,2001,AMGO,1
TMSL,2001,AMRO,2
TMSL,2001,AMWO,2
TMSL,2001,BCCH,3
TMSL,2001,BGGN,1
TMSL,2001,BHCO,2
TMSL,2001,BLJA,1
TMSL,2001,BRTH,2
TMSL,2001,CARW,1
TMSL,2001,CEDW,4
TMSL,2001,CHSP,3
TMSL,2001,COGR,4
TMSL,2001,COYE,5
TMSL,2001,EAKI,2
TMSL,2001,EATO,4
TMSL,2001,EAWP,1
TMSL,2001,EUST,1
TMSL,2001,EWPW,2
TMSL,2001,GCFL,2
TMSL,2001,GRCA,9
TMSL,2001,HOWR,6
TMSL,2001,LEFL,2
TMSL,2001,MODO,3.5
TMSL,2001,NOCA,1
TMSL,2001,NOFL,1
TMSL,2001,RWBL,14
TMSL,2001,SOSP,3
TMSL,2001,TRES,4
TMSL,2001,WEVI,1
TMSL,2001,WIFL,1
TMSL,2001,YBCU,1
