uniqueID,sample,year,sitecode,species_4code_IBP,territories
1991_IDSS_BTNW,1991_IDSS,1991,IDSS,BTNW,0
1991_IDSS_CANG,1991_IDSS,1991,IDSS,CANG,0
1991_IDSS_CARW,1991_IDSS,1991,IDSS,CARW,0
1991_IDSS_CAWA,1991_IDSS,1991,IDSS,CAWA,0
1991_IDSS_CEDW,1991_IDSS,1991,IDSS,CEDW,0
1991_IDSS_CHSP,1991_IDSS,1991,IDSS,CHSP,5
1991_IDSS_CHSW,1991_IDSS,1991,IDSS,CHSW,0
1991_IDSS_COGR,1991_IDSS,1991,IDSS,COGR,0
1991_IDSS_COHA,1991_IDSS,1991,IDSS,COHA,0
1991_IDSS_CONI,1991_IDSS,1991,IDSS,CONI,0
1991_IDSS_COYE,1991_IDSS,1991,IDSS,COYE,0
1991_IDSS_CSWA,1991_IDSS,1991,IDSS,CSWA,0
1991_IDSS_CWWI,1991_IDSS,1991,IDSS,CWWI,0
1991_IDSS_DOWO,1991_IDSS,1991,IDSS,DOWO,0
1991_IDSS_EABL,1991_IDSS,1991,IDSS,EABL,0
1991_IDSS_EAKI,1991_IDSS,1991,IDSS,EAKI,3
1991_IDSS_EAME,1991_IDSS,1991,IDSS,EAME,0
1991_IDSS_EAPH,1991_IDSS,1991,IDSS,EAPH,0
1991_IDSS_EASO,1991_IDSS,1991,IDSS,EASO,0
1991_IDSS_EATO,1991_IDSS,1991,IDSS,EATO,0
1991_IDSS_EAWP,1991_IDSS,1991,IDSS,EAWP,0
1991_IDSS_EUST,1991_IDSS,1991,IDSS,EUST,5
1991_IDSS_EWPW,1991_IDSS,1991,IDSS,EWPW,0
1991_IDSS_FISP,1991_IDSS,1991,IDSS,FISP,0
1991_IDSS_GCFL,1991_IDSS,1991,IDSS,GCFL,0
1991_IDSS_GHOW,1991_IDSS,1991,IDSS,GHOW,0
1991_IDSS_GRCA,1991_IDSS,1991,IDSS,GRCA,0
1991_IDSS_GRHE,1991_IDSS,1991,IDSS,GRHE,0
1991_IDSS_HAWO,1991_IDSS,1991,IDSS,HAWO,0
