year,sitecode,species_4code_IBP,territories
2000,ROIS,AMRE,4
2000,ROIS,BAOR,4
2000,ROIS,COGR,4
2000,ROIS,GRCA,4
2000,ROIS,REVI,4
2000,ROIS,SWSP,3.5
2000,ROIS,EUST,3
2000,ROIS,GCFL,3
2000,ROIS,AMRO,2
2000,ROIS,BCCH,2
2000,ROIS,BHCO,2
2000,ROIS,MODO,2
2000,ROIS,AMWO,1
2000,ROIS,BGGN,1
2000,ROIS,BLJA,1
2000,ROIS,LEFL,1
2000,ROIS,NOCA,1
2000,ROIS,NOFL,1
2000,ROIS,DOWO,0.5
2000,ROMF,NHWR,22
2000,ROMF,EAWP,14.5
2000,ROMF,TRES,14
2000,ROMF,BAOR,9.5
2000,ROMF,SOSP,8
2000,ROMF,REVI,7
2000,ROMF,COYE,6
2000,ROMF,WAVI,6
2000,ROMF,INBU,5
2000,ROMF,RWBL,5
2000,ROMF,BCCH,4
2000,ROMF,DOWO,4
2000,ROMF,EAKI,4
2000,ROMF,EUST,4
2000,ROMF,GRCA,4
2000,ROMF,BGGN,3
2000,ROMF,GCFL,3
2000,ROMF,MODO,3
2000,ROMF,NOFL,3
2000,ROMF,RHWO,3
2000,ROMF,YEWA,3
2000,ROMF,AMRO,2
2000,ROMF,BLJA,2
2000,ROMF,CEDW,2
2000,ROMF,RBWO,2
2000,ROMF,WBNU,2
2000,ROMF,AMRE,1
2000,ROMF,COGR,1
2000,ROMF,EATO,1
2000,ROMF,EWPW,1
2000,ROMF,HAWO,1
2000,ROMF,NOCA,1
2000,ROMF,RTHU,1
2000,ROMF,YBCU,1
2000,ROMF,RTHA,0.5
2000,TMSL,YEWA,28
2000,TMSL,RWBL,17.5
2000,TMSL,NHWR,13
2000,TMSL,COYE,12.5
2000,TMSL,GRCA,9
2000,TMSL,SOSP,8.5
2000,TMSL,CHSP,8
2000,TMSL,EAWP,5
2000,TMSL,TRES,5
2000,TMSL,AMWO,4
2000,TMSL,BRTH,4
2000,TMSL,EAKI,4
2000,TMSL,GCFL,4
2000,TMSL,MODO,4
2000,TMSL,EWPW,3
2000,TMSL,SWSP,3
2000,TMSL,BCCH,2
2000,TMSL,CEDW,2
2000,TMSL,AMRO,1
2000,TMSL,BAOR,1
2000,TMSL,BGGN,1
2000,TMSL,BLJA,1
2000,TMSL,CARW,1
2000,TMSL,COGR,1
2000,TMSL,EATO,1
2000,TMSL,MALL,1
2000,TMSL,MAWR,1
2000,TMSL,NOCA,1
2000,TMSL,RTHU,1
2001,DCSD,CHSP,5.5
2001,DCSD,EAKI,3
2001,DCSD,TRES,3
2001,DCSD,SOSP,1
2001,DCSD,FISP,0.5
2001,DCSD,NOMO,0.5
2001,RARO,NHWR,19
2001,RARO,RWBL,10
2001,RARO,BAOR,7
2001,RARO,EAWP,7
2001,RARO,SOSP,7
2001,RARO,COYE,6
2001,RARO,TRES,6
2001,RARO,EAKI,5.5
2001,RARO,FISP,4.5
2001,RARO,YEWA,4
2001,RARO,EUST,2.5
2001,RARO,AMWO,2
2001,RARO,BHCO,2
2001,RARO,BLJA,2
2001,RARO,DOWO,2
2001,RARO,EATO,2
2001,RARO,GRCA,2
2001,RARO,REVI,2
2001,RARO,WAVI,2
2001,RARO,NOFL,1.5
2001,RARO,COGR,1
2001,RARO,YBCU,1
2001,ROIS,RWBL,26
2001,ROIS,YEWA,17.5
2001,ROIS,EAWP,10.5
2001,ROIS,COYE,8.5
2001,ROIS,NHWR,8.5
2001,ROIS,SOSP,8.5
2001,ROIS,TRES,8
2001,ROIS,WAVI,6
2001,ROIS,AMRE,4
2001,ROIS,GRCA,4
2001,ROIS,REVI,4
2001,ROIS,BAOR,3
2001,ROIS,EAKI,3
2001,ROIS,BCCH,2
2001,ROIS,BHCO,2
2001,ROIS,EUST,2
2001,ROIS,SWSP,2
2001,ROIS,AMRO,1.5
2001,ROIS,MODO,1.5
2001,ROIS,AGOL,1
2001,ROIS,AMWO,1
2001,ROIS,BGGN,1
2001,ROIS,COGR,1
2001,ROIS,GCFL,1
2001,ROIS,NOCA,1
2001,ROIS,NOFL,1
2001,ROIS,RBWO,1
2001,TMSL,YEWA,16
2001,TMSL,RWBL,14
2001,TMSL,GRCA,9
2001,TMSL,NHWR,6
2001,TMSL,COYE,5
2001,TMSL,CEDW,4
2001,TMSL,COGR,4
2001,TMSL,EATO,4
2001,TMSL,TRES,4
2001,TMSL,MODO,3.5
2001,TMSL,BCCH,3
2001,TMSL,CHSP,3
2001,TMSL,SOSP,3
2001,TMSL,AMRO,2
2001,TMSL,AMWO,2
2001,TMSL,BHCO,2
2001,TMSL,BRTH,2
2001,TMSL,EAKI,2
2001,TMSL,EWPW,2
2001,TMSL,GCFL,2
2001,TMSL,LEFL,2
2001,TMSL,AGOL,1
2001,TMSL,BGGN,1
2001,TMSL,BLJA,1
2001,TMSL,CARW,1
2001,TMSL,EAWP,1
2001,TMSL,EUST,1
2001,TMSL,NOCA,1
2001,TMSL,NOFL,1
2001,TMSL,WEVI,1
2001,TMSL,WIFL,1
2001,TMSL,YBCU,1
2002,ROWB,RWBL,12
2002,ROWB,NHWR,10.5
2002,ROWB,TRES,8
2002,ROWB,YEWA,7
2002,ROWB,GRCA,5
2002,ROWB,BAOR,4
2002,ROWB,COYE,4
2002,ROWB,EWPW,4
2002,ROWB,EAKI,3
2002,ROWB,EAWP,3
2002,ROWB,SOSP,3
2002,ROWB,COGR,2
2002,ROWB,EUST,2
2002,ROWB,GCFL,2
2002,ROWB,AMRO,1
2002,ROWB,BCCH,1
2002,ROWB,BGGN,1
2002,ROWB,BHCO,1
2002,ROWB,CHSP,1
2002,ROWB,DOWO,1
2002,ROWB,EATO,1
2002,ROWB,HOME,1
2002,ROWB,NOCA,1
2002,ROWB,NOFL,1
2002,ROWB,REVI,1
2002,ROWB,WAVI,1
2002,ROWB,YBCU,1
2002,ROWP,RWBL,16
2002,ROWP,YEWA,12
2002,ROWP,COYE,7.5
2002,ROWP,EAWP,6
2002,ROWP,TRES,6
2002,ROWP,SOSP,5
2002,ROWP,BAOR,3
2002,ROWP,EAKI,3
2002,ROWP,GRCA,3
2002,ROWP,CARW,2
2002,ROWP,EUST,2
2002,ROWP,NOCA,2
2002,ROWP,WAVI,2
2002,ROWP,AMWO,1
2002,ROWP,BHCO,1
2002,ROWP,CHSP,1
2002,ROWP,COGR,1
2002,ROWP,NHWR,1
2002,ROWP,MAWR,1
2002,ROWP,NOFL,1
2002,ROWP,WIFL,1
2002,ROWP,WODU,1
2002,SRS1,RWBL,5
2002,SRS1,EAKI,2
2002,SRS1,KILL,2
2002,SRS1,CHSP,0.5
2002,SRS2,KILL,3
2002,SRS2,RWBL,3
2002,SRS2,SPSA,2
2002,SRS2,EAKI,1
2002,SRS2,CHSP,0.5
2002,WPWC,YEWA,14
2002,WPWC,NHWR,8
2002,WPWC,CHSP,6
2002,WPWC,GRCA,6
2002,WPWC,EAWP,5
2002,WPWC,EATO,4
2002,WPWC,BHCO,3
2002,WPWC,TRES,3
2002,WPWC,AMRO,2
2002,WPWC,BAOR,2
2002,WPWC,BCCH,2
2002,WPWC,COYE,2
2002,WPWC,MODO,2
2002,WPWC,RWBL,1.5
2002,WPWC,BLJA,1
2002,WPWC,CEDW,1
2002,WPWC,COGR,1
2002,WPWC,EWPW,1
2002,WPWC,FISP,1
2002,WPWC,GCFL,1
2002,WPWC,NOCA,1
2002,WPWC,REVI,1
2002,WPWC,SOSP,1
2002,WPWC,EAKI,0.5
2002,WPWC,LEFL,0.5
2003,BGGR,FISP,6
2003,BGGR,COYE,4
2003,BGGR,RWBL,4
2003,BGGR,CHSP,3
2003,BGGR,EAKI,3
2003,BGGR,KILL,3
2003,BGGR,NRWS,3
2003,BGGR,SOSP,3
2003,BGGR,BANS,2
2003,BGGR,MODO,2
2003,BGGR,NOMO,2
2003,BGGR,TRES,2
2003,BGGR,YEWA,2
2003,BGGR,BAOR,1.5
2003,BGGR,EUST,1
2003,BGGR,NOFL,1
2003,IDSS,TRES,10.5
2003,IDSS,CHSP,6
2003,IDSS,BRTH,5
2003,IDSS,KILL,5
2003,IDSS,EAKI,3
2003,IDSS,SOSP,3
2003,IDSS,NOMO,2.5
2003,IDSS,COGR,2
2003,IDSS,EUST,2
2003,IDSS,MODO,2
2003,IDSS,WAVI,2
2003,IDSS,BHCO,1
2003,IDSS,NHWR,1
2003,IDSS,RWBL,1
2003,IDSS,COYE,0.5
2003,IDSS,YEWA,0.5
2003,STDP,BRTH,0.25
2003,STDP,EWPW,0.25
2003,STDP,GRCA,0.25
2003,STDP,RWBL,31
2003,STDP,YEWA,8
2003,STDP,COYE,7.5
2003,STDP,EAKI,5
2003,STDP,SOSP,3.5
2003,STDP,BAOR,2
2003,STDP,SWSP,2
2003,STDP,TRES,2
2003,STDP,CHSP,1.5
2003,STDP,CEDW,1
2003,STDP,EAWP,1
2003,STDP,FISP,1
2003,STDP,MALL,1
2003,STDP,SORA,1
2003,WPWC,YEWA,14
2003,WPWC,NHWR,8.5
2003,WPWC,CHSP,7
2003,WPWC,COYE,6.5
2003,WPWC,GRCA,5.5
2003,WPWC,EATO,5
2003,WPWC,EAWP,4.5
2003,WPWC,REVI,4
2003,WPWC,BAOR,2.5
2003,WPWC,NOCA,2.5
2003,WPWC,BCCH,2
2003,WPWC,EAKI,2
2003,WPWC,GCFL,2
2003,WPWC,RWBL,2
2003,WPWC,SOSP,2
2003,WPWC,WEVI,2
2003,WPWC,CARW,1.5
2003,WPWC,AMRE,1
2003,WPWC,BHCO,1
2003,WPWC,BLJA,1
2003,WPWC,COHA,1
2003,WPWC,EWPW,1
2003,WPWC,FISP,1
2003,WPWC,MODO,1
2003,WPWC,PIWA,1
2003,WPWC,AMRO,0.5
2004,DCJS,SOSP,8.5
2004,DCJS,CHSP,6
2004,DCJS,FISP,4
2004,DCJS,EAKI,2
2004,DCJS,MODO,2
2004,DCJS,RWBL,2
2004,DCJS,TRES,2
2004,DCJS,EATO,1.5
2004,DCJS,YEWA,1.5
2004,DCJS,AMRO,1
2004,DCJS,BRTH,1
2004,DCJS,COGR,1
2004,DCJS,HOFI,1
2004,DCJS,NHWR,1
2004,DCJS,NOMO,1
2004,IDSS,TRES,10.5
2004,IDSS,CHSP,7
2004,IDSS,EAKI,2.5
2004,IDSS,BRTH,2
2004,IDSS,COGR,2
2004,IDSS,FISP,2
2004,IDSS,NHWR,2
2004,IDSS,KILL,2
2004,IDSS,MODO,2
2004,IDSS,NOMO,2
2004,IDSS,EUST,1
2004,IDSS,EWPW,1
2004,ROMF,SWSP,0.25
2004,ROMF,NHWR,24.5
2004,ROMF,TRES,17
2004,ROMF,COYE,14.5
2004,ROMF,BAOR,12
2004,ROMF,EAWP,12
2004,ROMF,SOSP,9
2004,ROMF,GRCA,8
2004,ROMF,INBU,8
2004,ROMF,RWBL,6.5
2004,ROMF,EAKI,6
2004,ROMF,EUST,5.5
2004,ROMF,YEWA,5.5
2004,ROMF,REVI,4.5
2004,ROMF,BHCO,4
2004,ROMF,MODO,4
2004,ROMF,NOFL,4
2004,ROMF,GCFL,3.5
2004,ROMF,COGR,3
2004,ROMF,DOWO,3
2004,ROMF,EATO,3
2004,ROMF,RBWO,3
2004,ROMF,WAVI,3
2004,ROMF,AMRO,2.5
2004,ROMF,EWPW,2.5
2004,ROMF,AMRE,2
2004,ROMF,BCCH,2
2004,ROMF,BLJA,2
2004,ROMF,NOCA,2
2004,ROMF,RBGR,2
2004,ROMF,WBNU,2
2004,ROMF,YBCU,2
2004,ROMF,FISP,1.5
2004,ROMF,AMWO,1
2004,ROMF,BBCU,1
2004,ROMF,BGGN,1
2004,ROMF,HAWO,1
2004,ROMF,SCTA,1
2004,ROMF,RTHA,0.5
2004,ROMS,NHWR,18.5
2004,ROMS,COYE,14
2004,ROMS,TRES,12
2004,ROMS,YEWA,12
2004,ROMS,SOSP,11.5
2004,ROMS,EAWP,10.5
2004,ROMS,RWBL,10
2004,ROMS,BAOR,9
2004,ROMS,GRCA,8
2004,ROMS,EAKI,7
2004,ROMS,WAVI,7
2004,ROMS,INBU,6
2004,ROMS,EUST,5
2004,ROMS,AMRO,4
2004,ROMS,FISP,4
2004,ROMS,BCCH,3.5
2004,ROMS,BLJA,3.5
2004,ROMS,COGR,3
2004,ROMS,GCFL,3
2004,ROMS,NOFL,3
2004,ROMS,REVI,3
2004,ROMS,WBNU,3
2004,ROMS,BHCO,2
2004,ROMS,EATO,2
2004,ROMS,NOCA,2
2004,ROMS,RBWO,2
2004,ROMS,DOWO,1.5
2004,ROMS,BGGN,1
2004,ROMS,CSWA,1
2004,ROMS,HAWO,1
2004,ROMS,RTHU,1
2004,ROMS,YBCU,1
2005,ROIS,YEWA,18
2005,ROIS,RWBL,14.5
2005,ROIS,NHWR,12.5
2005,ROIS,SOSP,10.5
2005,ROIS,EAWP,10
2005,ROIS,COYE,9
2005,ROIS,AMRO,5
2005,ROIS,GRCA,5
2005,ROIS,REVI,5
2005,ROIS,WAVI,5
2005,ROIS,TRES,4.5
2005,ROIS,BAOR,4
2005,ROIS,EAKI,4
2005,ROIS,BHCO,3
2005,ROIS,DOWO,3
2005,ROIS,EUST,3
2005,ROIS,MODO,3
2005,ROIS,GCFL,2.5
2005,ROIS,AMWO,2
2005,ROIS,BCCH,2
2005,ROIS,COGR,2
2005,ROIS,INBU,2
2005,ROIS,AGOL,1
2005,ROIS,AMRE,1
2005,ROIS,BGGN,1
2005,ROIS,BLJA,1
2005,ROIS,NOCA,1
2005,ROIS,NOFL,1
2005,ROIS,WIFL,1
2005,ROIS,RBWO,0.5
2005,ROMS,NHWR,18.5
2005,ROMS,YEWA,16.5
2005,ROMS,RWBL,12
2005,ROMS,EAWP,11.5
2005,ROMS,SOSP,10.5
2005,ROMS,BAOR,8.5
2005,ROMS,GRCA,8
2005,ROMS,COYE,7.5
2005,ROMS,TRES,7
2005,ROMS,WAVI,6.5
2005,ROMS,EAKI,6
2005,ROMS,BHCO,5
2005,ROMS,FISP,5
2005,ROMS,MODO,5
2005,ROMS,DOWO,4
2005,ROMS,AMRO,3
2005,ROMS,BCCH,3
2005,ROMS,BLJA,3
2005,ROMS,COGR,3
2005,ROMS,GCFL,3
2005,ROMS,INBU,3
2005,ROMS,EATO,2
2005,ROMS,EUST,2
2005,ROMS,NOCA,2
2005,ROMS,RBWO,2
2005,ROMS,NOFL,1.5
2005,ROMS,AMWO,1
2005,ROMS,BGGN,1
2005,ROMS,CHSW,1
2005,ROMS,YBCU,1
2005,ROMS,WISN,0.5
2005,TMSL,YEWA,35
2005,TMSL,RWBL,17
2005,TMSL,NHWR,9
2005,TMSL,GRCA,7
2005,TMSL,COYE,6
2005,TMSL,CHSP,4
2005,TMSL,COGR,4
2005,TMSL,EATO,4
2005,TMSL,BAOR,3.5
2005,TMSL,SOSP,3.5
2005,TMSL,BCCH,3
2005,TMSL,BHCO,3
2005,TMSL,BRTH,3
2005,TMSL,EAKI,3
2005,TMSL,TRES,3
2005,TMSL,AMRO,2
2005,TMSL,AMWO,2
2005,TMSL,BGGN,2
2005,TMSL,CARW,2
2005,TMSL,CEDW,2
2005,TMSL,EAWP,2
2005,TMSL,EWPW,2
2005,TMSL,LEFL,2
2005,TMSL,MODO,2
2005,TMSL,SWSP,2
2005,TMSL,YBCU,2
2005,TMSL,AGOL,1
2005,TMSL,BLJA,1
2005,TMSL,CSWA,1
2005,TMSL,FISP,1
2005,TMSL,GCFL,1
2005,TMSL,MAWR,1
2005,TMSL,VIRA,1
2005,TMSL,WEVI,1
2006,IDSS,TRES,9.5
2006,IDSS,CHSP,5
2006,IDSS,FISP,4
2006,IDSS,BRTH,2.5
2006,IDSS,COGR,2.5
2006,IDSS,EAKI,2.5
2006,IDSS,NOMO,2.5
2006,IDSS,NHWR,2
2006,IDSS,MODO,2
2006,IDSS,RWBL,1.5
2006,IDSS,GRCA,1
2006,STDP,EWPW,0.25
2006,STDP,RWBL,30
2006,STDP,YEWA,15.5
2006,STDP,COYE,11
2006,STDP,SOSP,9.5
2006,STDP,EAKI,5
2006,STDP,NHWR,5
2006,STDP,BAOR,3.5
2006,STDP,CHSP,3
2006,STDP,MODO,2.5
2006,STDP,TRES,2.5
2006,STDP,EATO,2
2006,STDP,FISP,2
2006,STDP,SWSP,2
2006,STDP,AMRO,1.5
2006,STDP,EAWP,1.5
2006,STDP,REVI,1.5
2006,STDP,BCCH,1
2006,STDP,COGR,1
2006,STDP,HOME,1
2006,STDP,LEFL,1
2006,STDP,PBGR,1
2006,STDP,WAVI,1
2006,STDP,GCFL,0.5
2006,STDP,NRWS,0.5
2007,SRS1,CEDW,0.25
2007,SRS1,YEWA,0.25
2007,SRS1,CHSP,5.5
2007,SRS1,RWBL,5
2007,SRS1,SOSP,3.5
2007,SRS1,FISP,3
2007,SRS1,KILL,2.5
2007,SRS1,EAKI,1
2007,SRS1,NOMO,1
2007,SRS1,SPSA,1
2007,SRS2,FISP,0.25
2007,SRS2,WIFL,0.25
2007,SRS2,RWBL,5
2007,SRS2,SOSP,4.5
2007,SRS2,CHSP,4
2007,SRS2,KILL,2
2007,SRS2,TRES,1
2007,SRS2,AMRO,0.5
2007,SRS2,SPSA,0.5
2007,WPWC,YEWA,14.5
2007,WPWC,NHWR,12
2007,WPWC,GRCA,7
2007,WPWC,EATO,6
2007,WPWC,COYE,5.5
2007,WPWC,CHSP,4
2007,WPWC,EAWP,4
2007,WPWC,EWPW,4
2007,WPWC,REVI,4
2007,WPWC,NOCA,3
2007,WPWC,RWBL,2.5
2007,WPWC,FISP,2
2007,WPWC,GCFL,2
2007,WPWC,AMRO,1.5
2007,WPWC,BAOR,1.5
2007,WPWC,BCCH,1
2007,WPWC,BLJA,1
2007,WPWC,EAKI,1
2007,WPWC,MAWA,1
2007,WPWC,MODO,1
2007,WPWC,NOFL,1
2007,WPWC,PIWA,1
2007,WPWC,RBNU,1
2007,WPWC,SOSP,1
2007,WPWC,YBCU,1
2007,WPWC,WODU,0.5
2008,BGGR,RWBL,7.5
2008,BGGR,FISP,7
2008,BGGR,EAKI,3
2008,BGGR,TRES,2.5
2008,BGGR,CHSP,2
2008,BGGR,COYE,2
2008,BGGR,YEWA,2
2008,BGGR,AGOL,1
2008,BGGR,AMWO,1
2008,BGGR,BAOR,1
2008,BGGR,CEDW,1
2008,BGGR,EUST,1
2008,BGGR,NOMO,1
2008,BGGR,NRWS,1
2008,BGGR,BRTH,0.5
2008,BGGR,SOSP,0.5
2008,DCSD,EUST,0.25
2008,DCSD,SOSP,0.25
2008,DCSD,CHSP,6.5
2008,DCSD,FISP,6
2008,DCSD,RWBL,5
2008,DCSD,NHWR,4
2008,DCSD,TRES,4
2008,DCSD,CEDW,2
2008,DCSD,EAKI,2
2008,DCSD,EAWP,2
2008,DCSD,KILL,2
2008,DCSD,AMRO,1
2008,DCSD,BHCO,1
2008,DCSD,NOMO,1
2008,DCSD,YEWA,1
2008,DCSD,AGOL,0.5
2008,IDSS,CHSP,5.5
2008,IDSS,FISP,5
2008,IDSS,TRES,5
2008,IDSS,RWBL,4
2008,IDSS,NHWR,3
2008,IDSS,BRTH,2
2008,IDSS,EAKI,2
2008,IDSS,EUST,2
2008,IDSS,GRCA,2
2008,IDSS,KILL,2
2008,IDSS,AMRO,1.5
2008,IDSS,SOSP,1.5
2008,IDSS,AMWO,1
2008,IDSS,COGR,1
2008,IDSS,EWPW,1
2008,IDSS,NOMO,1
2008,IDSS,YBCU,1
2008,RARO,YEWA,18
2008,RARO,NHWR,10
2008,RARO,RWBL,6
2008,RARO,BAOR,4.5
2008,RARO,COYE,4.5
2008,RARO,EAWP,4.5
2008,RARO,TRES,4
2008,RARO,BGGN,3
2008,RARO,FISP,3
2008,RARO,GRCA,3
2008,RARO,WAVI,3
2008,RARO,BHCO,2
2008,RARO,DOWO,2
2008,RARO,OROR,2
2008,RARO,SOSP,2
2008,RARO,AMWO,1
2008,RARO,BCCH,1
2008,RARO,BLJA,1
2008,RARO,CEDW,1
2008,RARO,COGR,1
2008,RARO,EAKI,1
2008,RARO,EATO,1
2008,RARO,EUST,1
2008,RARO,EWPW,1
2008,RARO,GCFL,1
2008,RARO,INBU,1
2008,RARO,NOFL,1
2008,RARO,REVI,1
2008,ROWB,YEWA,12
2008,ROWB,NHWR,10
2008,ROWB,BAOR,6
2008,ROWB,COYE,5
2008,ROWB,RWBL,5
2008,ROWB,GRCA,4
2008,ROWB,BLJA,3
2008,ROWB,EAWP,3
2008,ROWB,GCFL,3
2008,ROWB,TRES,3
2008,ROWB,RBWO,2
2008,ROWB,REVI,2
2008,ROWB,EAKI,1.5
2008,ROWB,FISP,1.5
2008,ROWB,AMRO,1
2008,ROWB,AMWO,1
2008,ROWB,BCCH,1
2008,ROWB,BHCO,1
2008,ROWB,COGR,1
2008,ROWB,DOWO,1
2008,ROWB,EWPW,1
2008,ROWB,HAWO,1
2008,ROWB,INBU,1
2008,ROWB,MODO,1
2008,ROWB,RTHA,1
2008,ROWB,YBCU,1
2008,ROWB,EATO,0.5
2008,ROWB,NOFL,0.5
2008,ROWP,RWBL,12.5
2008,ROWP,YEWA,10
2008,ROWP,EAWP,5
2008,ROWP,GRCA,4
2008,ROWP,REVI,4
2008,ROWP,BAOR,3
2008,ROWP,EAKI,3
2008,ROWP,EUST,3
2008,ROWP,NHWR,3
2008,ROWP,TRES,3
2008,ROWP,WAVI,2
2008,ROWP,AMRO,1.5
2008,ROWP,AMWO,1
2008,ROWP,CHSP,1
2008,ROWP,COYE,1
2008,ROWP,DOWO,1
2008,ROWP,EWPW,1
2008,ROWP,MODO,1
2008,ROWP,RTHU,1
2008,ROWP,SOSP,1
2009,DCJS,CHSP,29
2009,DCJS,FISP,10
2009,DCJS,YEWA,8.5
2009,DCJS,SOSP,7.5
2009,DCJS,AMRO,3
2009,DCJS,BHCO,3
2009,DCJS,BRTH,3
2009,DCJS,EATO,2.5
2009,DCJS,NHWR,2.5
2009,DCJS,NOMO,2.5
2009,DCJS,TRES,2.5
2009,DCJS,GRCA,2
2009,DCJS,MODO,2
2009,DCJS,EUST,1.5
2009,DCJS,BGGN,1
2009,DCJS,EWPW,1
2009,DCJS,HOFI,1
2009,DCJS,KILL,1
2009,DCJS,EAWP,0.5
2009,ROIS,YEWA,16
2009,ROIS,NHWR,8
2009,ROIS,RWBL,7.5
2009,ROIS,SOSP,7
2009,ROIS,BAOR,5
2009,ROIS,TRES,5
2009,ROIS,COYE,4
2009,ROIS,EAWP,4
2009,ROIS,GRCA,4
2009,ROIS,AMRE,3
2009,ROIS,AMRO,3
2009,ROIS,COGR,3
2009,ROIS,REVI,3
2009,ROIS,DOWO,2
2009,ROIS,EAKI,2
2009,ROIS,LEFL,2
2009,ROIS,MODO,2
2009,ROIS,NOCA,2
2009,ROIS,WAVI,2
2009,ROIS,AMWO,1
2009,ROIS,BCCH,1
2009,ROIS,BHCO,1
2009,ROIS,EABL,1
2009,ROIS,GCFL,1
2009,ROIS,INBU,1
2009,ROIS,NOFL,1
2009,ROIS,OROR,1
2009,ROIS,WIFL,1
2009,ROIS,YBCU,1
2009,ROIS,SWSP,0.5
2009,ROMF,AGOS,0.25
2009,ROMF,NHWR,11
2009,ROMF,YEWA,10
2009,ROMF,AMRE,9
2009,ROMF,TRES,8
2009,ROMF,EAWP,7
2009,ROMF,BAOR,6
2009,ROMF,GRCA,4
2009,ROMF,RWBL,3.5
2009,ROMF,GCFL,3
2009,ROMF,LEFL,3
2009,ROMF,SOSP,3
2009,ROMF,COYE,2.5
2009,ROMF,AMRO,2
2009,ROMF,DOWO,2
2009,ROMF,EATO,2
2009,ROMF,INBU,2
2009,ROMF,RBWO,2
2009,ROMF,REVI,2
2009,ROMF,AMWO,1
2009,ROMF,BCCH,1
2009,ROMF,BGGN,1
2009,ROMF,BHCO,1
2009,ROMF,BLJA,1
2009,ROMF,COGR,1
2009,ROMF,EAKI,1
2009,ROMF,EASO,1
2009,ROMF,EUST,1
2009,ROMF,EWPW,1
2009,ROMF,NOCA,1
2009,ROMF,NOFL,1
2009,ROMF,SCTA,1
2009,ROMF,VEER,1
2009,ROMF,WAVI,1
2009,ROMF,RTHA,0.5
2009,ROMF,SWSP,0.5
2009,ROMS,NSWO,0.25
2009,ROMS,YEWA,15
2009,ROMS,NHWR,11
2009,ROMS,RWBL,9.5
2009,ROMS,GRCA,6.5
2009,ROMS,SOSP,6.5
2009,ROMS,BAOR,6
2009,ROMS,COYE,5
2009,ROMS,EAWP,5
2009,ROMS,TRES,5
2009,ROMS,AMRO,3
2009,ROMS,EAKI,2.5
2009,ROMS,BHCO,2
2009,ROMS,COGR,2
2009,ROMS,RTHU,2
2009,ROMS,BCCH,1
2009,ROMS,BLJA,1
2009,ROMS,CEDW,1
2009,ROMS,CHSW,1
2009,ROMS,EATO,1
2009,ROMS,EUST,1
2009,ROMS,NOFL,1
2009,ROMS,REVI,1
2009,ROMS,WBNU,1
2009,STDP,AMRO,0.25
2009,STDP,BAOR,0.25
2009,STDP,GCFL,0.25
2009,STDP,MODO,0.25
2009,STDP,RWBL,29
2009,STDP,YEWA,9
2009,STDP,SOSP,6
2009,STDP,CEDW,5
2009,STDP,COYE,5
2009,STDP,EAKI,5
2009,STDP,GRCA,2
2009,STDP,FISP,1.5
2009,STDP,HOME,1
2009,STDP,NHWR,1
2009,STDP,CHSP,0.5
2009,STDP,EATO,0.5
2009,STDP,EWPW,0.5
2009,STDP,SWSP,0.5
2009,TMSL,YEWA,27.5
2009,TMSL,RWBL,13.5
2009,TMSL,GRCA,11
2009,TMSL,NHWR,8.5
2009,TMSL,COYE,7
2009,TMSL,TRES,7
2009,TMSL,SOSP,6
2009,TMSL,EATO,5
2009,TMSL,CHSP,4.5
2009,TMSL,AMRO,4
2009,TMSL,BAOR,3
2009,TMSL,BCCH,3
2009,TMSL,BGGN,3
2009,TMSL,BRTH,3
2009,TMSL,EAKI,3
2009,TMSL,COGR,2
2009,TMSL,EAWP,2
2009,TMSL,LEFL,2
2009,TMSL,MODO,2
2009,TMSL,REVI,2
2009,TMSL,EWPW,1.5
2009,TMSL,SWSP,1.5
2009,TMSL,BHCO,1
2009,TMSL,GHOW,1
2009,TMSL,NOCA,1
2009,TMSL,WIFL,1
2009,TMSL,FISP,0.5
2010,DCJS,CHSP,19.5
2010,DCJS,FISP,8.5
2010,DCJS,YEWA,8.5
2010,DCJS,SOSP,6.5
2010,DCJS,TRES,4
2010,DCJS,BHCO,2
2010,DCJS,BRTH,1.5
2010,DCJS,KILL,1.5
2010,DCJS,MODO,1.5
2010,DCJS,BGGN,1
2010,DCJS,EATO,1
2010,DCJS,EUST,1
2010,DCJS,NHWR,1
2010,DCJS,NOMO,1
2010,DCJS,RWBL,1
2010,DCJS,AMRO,0.5
2010,DCJS,GRCA,0.5
2010,RARO,YEWA,29
2010,RARO,COYE,12.5
2010,RARO,RWBL,12
2010,RARO,NHWR,11.5
2010,RARO,SOSP,9
2010,RARO,TRES,6
2010,RARO,BAOR,5
2010,RARO,EAWP,5
2010,RARO,FISP,5
2010,RARO,EUST,4
2010,RARO,OROR,4
2010,RARO,REVI,4
2010,RARO,WAVI,4
2010,RARO,INBU,3.5
2010,RARO,EAKI,3
2010,RARO,EATO,3
2010,RARO,GRCA,3
2010,RARO,LEFL,3
2010,RARO,AMWO,2
2010,RARO,BCCH,2
2010,RARO,COGR,2
2010,RARO,DOWO,2
2010,RARO,GCFL,2
2010,RARO,MODO,2
2010,RARO,NOCA,2
2010,RARO,EWPW,1.5
2010,RARO,BGGN,1
2010,RARO,BHCO,1
2010,RARO,NOFL,1
2010,ROIS,MODO,0.25
2010,ROIS,YEWA,12
2010,ROIS,NHWR,8.5
2010,ROIS,COYE,8
2010,ROIS,RWBL,8
