Orig Line,Full Site Name,Year at size,Area (ha) in year,Stage,Year,Species,# Territories,Number of visits,Census hours,Author1,Author2,Author3,Author4,Author5,Author6,Notes
2879,Red Oak - White Pine Savannah,1991,11.00,Late,2017,EUST,5.0,8,31.50,M. Conboy,,,,,,
2880,Red Oak - White Pine Savannah,1991,11.00,Late,2017,TRES,5.0,8,31.50,M. Conboy,,,,,,
2881,Red Oak - White Pine Savannah,1991,11.00,Late,2017,REVI,4.0,8,31.50,M. Conboy,,,,,,
2882,Red Oak - White Pine Savannah,1991,11.00,Late,2017,SWSP,4.0,8,31.50,M. Conboy,,,,,,
2883,Red Oak - White Pine Savannah,1991,11.00,Late,2017,COGR,3.0,8,31.50,M. Conboy,,,,,,
2884,Red Oak - White Pine Savannah,1991,11.00,Late,2017,HOWR,3.0,8,31.50,M. Conboy,,,,,,
2885,Red Oak - White Pine Savannah,1991,11.00,Late,2017,AMRO,2.0,8,31.50,M. Conboy,,,,,,
2886,Red Oak - White Pine Savannah,1991,11.00,Late,2017,BAOR,2.0,8,31.50,M. Conboy,,,,,,
2887,Red Oak - White Pine Savannah,1991,11.00,Late,2017,CEDW,2.0,8,31.50,M. Conboy,,,,,,
2888,Red Oak - White Pine Savannah,1991,11.00,Late,2017,EATO,2.0,8,31.50,M. Conboy,,,,,,
2889,Red Oak - White Pine Savannah,1991,11.00,Late,2017,GCFL,2.0,8,31.50,M. Conboy,,,,,,
2890,Red Oak - White Pine Savannah,1991,11.00,Late,2017,MODO,2.0,8,31.50,M. Conboy,,,,,,
2891,Red Oak - White Pine Savannah,1991,11.00,Late,2017,SOSP,2.0,8,31.50,M. Conboy,,,,,,
2892,Red Oak - White Pine Savannah,1991,11.00,Late,2017,AMRE,1.0,8,31.50,M. Conboy,,,,,,
2893,Red Oak - White Pine Savannah,1991,11.00,Late,2017,BCCH,1.0,8,31.50,M. Conboy,,,,,,
2894,Red Oak - White Pine Savannah,1991,11.00,Late,2017,BLJA,1.0,8,31.50,M. Conboy,,,,,,
2895,Red Oak - White Pine Savannah,1991,11.00,Late,2017,BRTH,1.0,8,31.50,M. Conboy,,,,,,
2896,Red Oak - White Pine Savannah,1991,11.00,Late,2017,CARW,1.0,8,31.50,M. Conboy,,,,,,
2897,Red Oak - White Pine Savannah,1991,11.00,Late,2017,CHSP,1.0,8,31.50,M. Conboy,,,,,,
2898,Red Oak - White Pine Savannah,1991,11.00,Late,2017,CHSW,1.0,8,31.50,M. Conboy,,,,,,
2899,Red Oak - White Pine Savannah,1991,11.00,Late,2017,DOWO,1.0,8,31.50,M. Conboy,,,,,,
2900,Red Oak - White Pine Savannah,1991,11.00,Late,2017,EASO,1.0,8,31.50,M. Conboy,,,,,,
2901,Red Oak - White Pine Savannah,1991,11.00,Late,2017,LEFL,1.0,8,31.50,M. Conboy,,,,,,
2902,Red Oak - White Pine Savannah,1991,11.00,Late,2017,NOCA,1.0,8,31.50,M. Conboy,,,,,,
2903,Red Oak - White Pine Savannah,1991,11.00,Late,2017,YSFL,1.0,8,31.50,M. Conboy,,,,,,
2904,Red Oak - White Pine Savannah,1991,11.00,Late,2017,RTHU,1.0,8,31.50,M. Conboy,,,,,,
2905,Red Oak - White Pine Savannah,1991,11.00,Late,2017,WODU,1.0,8,31.50,M. Conboy,,,,,,
,Tamarack Slough,1991,8.75,Middle,2017,YSFL,+,8,23.42,M. Iles,,,,,,
2908,Tamarack Slough,1991,8.75,Middle,2017,YWAR,20.5,8,23.42,M. Iles,,,,,,
2909,Tamarack Slough,1991,8.75,Middle,2017,COYE,7.0,8,23.42,M. Iles,,,,,,
2910,Tamarack Slough,1991,8.75,Middle,2017,RWBL,6.0,8,23.42,M. Iles,,,,,,
2911,Tamarack Slough,1991,8.75,Middle,2017,GRCA,3.0,8,23.42,M. Iles,,,,,,
2912,Tamarack Slough,1991,8.75,Middle,2017,AMRO,2.0,8,23.42,M. Iles,,,,,,
2913,Tamarack Slough,1991,8.75,Middle,2017,BCCH,2.0,8,23.42,M. Iles,,,,,,
2914,Tamarack Slough,1991,8.75,Middle,2017,CHSP,2.0,8,23.42,M. Iles,,,,,,
2915,Tamarack Slough,1991,8.75,Middle,2017,EATO,2.0,8,23.42,M. Iles,,,,,,
2916,Tamarack Slough,1991,8.75,Middle,2017,INBU,2.0,8,23.42,M. Iles,,,,,,
2917,Tamarack Slough,1991,8.75,Middle,2017,SOSP,2.0,8,23.42,M. Iles,,,,,,
2918,Tamarack Slough,1991,8.75,Middle,2017,YBCU,2.0,8,23.42,M. Iles,,,,,,
2919,Tamarack Slough,1991,8.75,Middle,2017,AMWO,1.0,8,23.42,M. Iles,,,,,,
2920,Tamarack Slough,1991,8.75,Middle,2017,BBCU,1.0,8,23.42,M. Iles,,,,,,
2921,Tamarack Slough,1991,8.75,Middle,2017,EAKI,1.0,8,23.42,M. Iles,,,,,,
2922,Tamarack Slough,1991,8.75,Middle,2017,EAWP,1.0,8,23.42,M. Iles,,,,,,
2923,Tamarack Slough,1991,8.75,Middle,2017,EWPW,1.0,8,23.42,M. Iles,,,,,,
2924,Tamarack Slough,1991,8.75,Middle,2017,HOWR,1.0,8,23.42,M. Iles,,,,,,
2925,Tamarack Slough,1991,8.75,Middle,2017,MAWR,1.0,8,23.42,M. Iles,,,,,,
2926,Tamarack Slough,1991,8.75,Middle,2017,REVI,1.0,8,23.42,M. Iles,,,,,,
2927,Tamarack Slough,1991,8.75,Middle,2017,SWSP,1.0,8,23.42,M. Iles,,,,,,
2928,Tamarack Slough,1991,8.75,Middle,2017,WEVI,1.0,8,23.42,M. Iles,,,,,,
2929,Tamarack Slough,1991,8.75,Middle,2017,CEDW,0.5,8,23.42,M. Iles,,,,,,
2930,Tamarack Slough,1991,8.75,Middle,2017,GCFL,0.5,8,23.42,M. Iles,,,,,,
2931,White Pine - White Cedar Savannah,1991,9.25,Middle,2017,YWAR,14.0,8,19.28,P. Denyer,,,,,,
2932,White Pine - White Cedar Savannah,1991,9.25,Middle,2017,RWBL,5.0,8,19.28,P. Denyer,,,,,,
2933,White Pine - White Cedar Savannah,1991,9.25,Middle,2017,HOWR,3.5,8,19.28,P. Denyer,,,,,,
2934,White Pine - White Cedar Savannah,1991,9.25,Middle,2017,COYE,3.0,8,19.28,P. Denyer,,,,,,
2935,White Pine - White Cedar Savannah,1991,9.25,Middle,2017,EWPW,3.0,8,19.28,P. Denyer,,,,,,
2936,White Pine - White Cedar Savannah,1991,9.25,Middle,2017,CHSP,2.0,8,19.28,P. Denyer,,,,,,
2937,White Pine - White Cedar Savannah,1991,9.25,Middle,2017,EATO,2.0,8,19.28,P. Denyer,,,,,,
2938,White Pine - White Cedar Savannah,1991,9.25,Middle,2017,MODO,2.0,8,19.28,P. Denyer,,,,,,
2939,White Pine - White Cedar Savannah,1991,9.25,Middle,2017,AMRO,1.0,8,19.28,P. Denyer,,,,,,
2940,White Pine - White Cedar Savannah,1991,9.25,Middle,2017,BCCH,1.0,8,19.28,P. Denyer,,,,,,
2941,White Pine - White Cedar Savannah,1991,9.25,Middle,2017,BLJA,1.0,8,19.28,P. Denyer,,,,,,
2942,White Pine - White Cedar Savannah,1991,9.25,Middle,2017,EAKI,1.0,8,19.28,P. Denyer,,,,,,
2943,White Pine - White Cedar Savannah,1991,9.25,Middle,2017,GRCA,1.0,8,19.28,P. Denyer,,,,,,
2944,White Pine - White Cedar Savannah,1991,9.25,Middle,2017,NOCA,1.0,8,19.28,P. Denyer,,,,,,
2945,White Pine - White Cedar Savannah,1991,9.25,Middle,2017,REVI,1.0,8,19.28,P. Denyer,,,,,,
2946,Dry Cottonwood - Juniper Savannah,1991,10.50,Early,2018,CHSP,14.0,9,32.82,A. Turcotte,,,,,,
2947,Dry Cottonwood - Juniper Savannah,1991,10.50,Early,2018,FISP,9.0,9,32.82,A. Turcotte,,,,,,
2948,Dry Cottonwood - Juniper Savannah,1991,10.50,Early,2018,YWAR,8.5,9,32.82,A. Turcotte,,,,,,
2949,Dry Cottonwood - Juniper Savannah,1991,10.50,Early,2018,EATO,4.0,9,32.82,A. Turcotte,,,,,,
2950,Dry Cottonwood - Juniper Savannah,1991,10.50,Early,2018,BRTH,3.0,9,32.82,A. Turcotte,,,,,,
2951,Dry Cottonwood - Juniper Savannah,1991,10.50,Early,2018,SOSP,3.0,9,32.82,A. Turcotte,,,,,,
2952,Dry Cottonwood - Juniper Savannah,1991,10.50,Early,2018,AMRO,2.0,9,32.82,A. Turcotte,,,,,,
2953,Dry Cottonwood - Juniper Savannah,1991,10.50,Early,2018,EUST,2.0,9,32.82,A. Turcotte,,,,,,
2954,Dry Cottonwood - Juniper Savannah,1991,10.50,Early,2018,EWPW,2.0,9,32.82,A. Turcotte,,,,,,
2955,Dry Cottonwood - Juniper Savannah,1991,10.50,Early,2018,BGGN,1.0,9,32.82,A. Turcotte,,,,,,
2956,Dry Cottonwood - Juniper Savannah,1991,10.50,Early,2018,EAKI,1.0,9,32.82,A. Turcotte,,,,,,
2957,Dry Cottonwood - Juniper Savannah,1991,10.50,Early,2018,HOWR,1.0,9,32.82,A. Turcotte,,,,,,
2958,Dry Cottonwood - Juniper Savannah,1991,10.50,Early,2018,MODO,1.0,9,32.82,A. Turcotte,,,,,,
2959,Dry Cottonwood - Juniper Savannah,1991,10.50,Early,2018,NOCA,1.0,9,32.82,A. Turcotte,,,,,,
2960,Dry Cottonwood - Juniper Savannah,1991,10.50,Early,2018,RWBL,1.0,9,32.82,A. Turcotte,,,,,,
2961,Dry Cottonwood - Juniper Savannah,1991,10.50,Early,2018,TRES,1.0,9,32.82,A. Turcotte,,,,,,
2962,Intergrading Dune - Swale Savannah,1991,11.00,Early,2018,FISP,8.0,9,28.70,C. Turcotte,,,,,,
2963,Intergrading Dune - Swale Savannah,1991,11.00,Early,2018,CHSP,7.0,9,28.70,C. Turcotte,,,,,,
2964,Intergrading Dune - Swale Savannah,1991,11.00,Early,2018,RWBL,6.0,9,28.70,C. Turcotte,,,,,,
2965,Intergrading Dune - Swale Savannah,1991,11.00,Early,2018,SOSP,4.0,9,28.70,C. Turcotte,,,,,,
2966,Intergrading Dune - Swale Savannah,1991,11.00,Early,2018,BRTH,3.0,9,28.70,C. Turcotte,,,,,,
2967,Intergrading Dune - Swale Savannah,1991,11.00,Early,2018,EAKI,2.0,9,28.70,C. Turcotte,,,,,,
2968,Intergrading Dune - Swale Savannah,1991,11.00,Early,2018,EATO,2.0,9,28.70,C. Turcotte,,,,,,
2969,Intergrading Dune - Swale Savannah,1991,11.00,Early,2018,NOCA,2.0,9,28.70,C. Turcotte,,,,,,
2970,Intergrading Dune - Swale Savannah,1991,11.00,Early,2018,YWAR,2.0,9,28.70,C. Turcotte,,,,,,
2971,Intergrading Dune - Swale Savannah,1991,11.00,Early,2018,AMRO,1.0,9,28.70,C. Turcotte,,,,,,
2972,Intergrading Dune - Swale Savannah,1991,11.00,Early,2018,AMWO,1.0,9,28.70,C. Turcotte,,,,,,
2973,Intergrading Dune - Swale Savannah,1991,11.00,Early,2018,BGGN,1.0,9,28.70,C. Turcotte,,,,,,
2974,Intergrading Dune - Swale Savannah,1991,11.00,Early,2018,COGR,1.0,9,28.70,C. Turcotte,,,,,,
2975,Intergrading Dune - Swale Savannah,1991,11.00,Early,2018,EUST,1.0,9,28.70,C. Turcotte,,,,,,
2976,Intergrading Dune - Swale Savannah,1991,11.00,Early,2018,EWPW,1.0,9,28.70,C. Turcotte,,,,,,
2977,Intergrading Dune - Swale Savannah,1991,11.00,Early,2018,MALL,1.0,9,28.70,C. Turcotte,,,,,,
2978,Intergrading Dune - Swale Savannah,1991,11.00,Early,2018,TRES,1.0,9,28.70,C. Turcotte,,,,,,
2979,Intergrading Dune - Swale Savannah,1991,11.00,Early,2018,YBCU,0.5,9,28.70,C. Turcotte,,,,,,
2980,Red Oak - Sugar Maple Forest,1991,11.00,Late,2018,CHSW,+,9,40.90,A. Turcotte,,,,,,
2981,Red Oak - Sugar Maple Forest,1991,11.00,Late,2018,YWAR,18.0,9,40.90,A. Turcotte,,,,,,
2982,Red Oak - Sugar Maple Forest,1991,11.00,Late,2018,HOWR,16.0,9,40.90,A. Turcotte,,,,,,
2983,Red Oak - Sugar Maple Forest,1991,11.00,Late,2018,COYE,15.0,9,40.90,A. Turcotte,,,,,,
2984,Red Oak - Sugar Maple Forest,1991,11.00,Late,2018,REVI,13.0,9,40.90,A. Turcotte,,,,,,
2985,Red Oak - Sugar Maple Forest,1991,11.00,Late,2018,EAWP,9.5,9,40.90,A. Turcotte,,,,,,
2986,Red Oak - Sugar Maple Forest,1991,11.00,Late,2018,GRCA,6.5,9,40.90,A. Turcotte,,,,,,
2987,Red Oak - Sugar Maple Forest,1991,11.00,Late,2018,WAVI,6.0,9,40.90,A. Turcotte,,,,,,
2988,Red Oak - Sugar Maple Forest,1991,11.00,Late,2018,AMRE,5.0,9,40.90,A. Turcotte,,,,,,
2989,Red Oak - Sugar Maple Forest,1991,11.00,Late,2018,BAOR,5.0,9,40.90,A. Turcotte,,,,,,
2990,Red Oak - Sugar Maple Forest,1991,11.00,Late,2018,EUST,5.0,9,40.90,A. Turcotte,,,,,,
2991,Red Oak - Sugar Maple Forest,1991,11.00,Late,2018,AMRO,3.5,9,40.90,A. Turcotte,,,,,,
2992,Red Oak - Sugar Maple Forest,1991,11.00,Late,2018,EAKI,3.5,9,40.90,A. Turcotte,,,,,,
2993,Red Oak - Sugar Maple Forest,1991,11.00,Late,2018,GCFL,3.0,9,40.90,A. Turcotte,,,,,,
2994,Red Oak - Sugar Maple Forest,1991,11.00,Late,2018,INBU,3.0,9,40.90,A. Turcotte,,,,,,
2995,Red Oak - Sugar Maple Forest,1991,11.00,Late,2018,RWBL,3.0,9,40.90,A. Turcotte,,,,,,
2996,Red Oak - Sugar Maple Forest,1991,11.00,Late,2018,BCCH,2.0,9,40.90,A. Turcotte,,,,,,
2997,Red Oak - Sugar Maple Forest,1991,11.00,Late,2018,DOWO,2.0,9,40.90,A. Turcotte,,,,,,
2998,Red Oak - Sugar Maple Forest,1991,11.00,Late,2018,EWPW,2.0,9,40.90,A. Turcotte,,,,,,
2999,Red Oak - Sugar Maple Forest,1991,11.00,Late,2018,MODO,2.0,9,40.90,A. Turcotte,,,,,,
3000,Red Oak - Sugar Maple Forest,1991,11.00,Late,2018,YSFL,2.0,9,40.90,A. Turcotte,,,,,,
3001,Red Oak - Sugar Maple Forest,1991,11.00,Late,2018,RBWO,2.0,9,40.90,A. Turcotte,,,,,,
3002,Red Oak - Sugar Maple Forest,1991,11.00,Late,2018,TRES,2.0,9,40.90,A. Turcotte,,,,,,
3003,Red Oak - Sugar Maple Forest,1991,11.00,Late,2018,WBNU,2.0,9,40.90,A. Turcotte,,,,,,
3004,Red Oak - Sugar Maple Forest,1991,11.00,Late,2018,AMWO,1.0,9,40.90,A. Turcotte,,,,,,
3005,Red Oak - Sugar Maple Forest,1991,11.00,Late,2018,BGGN,1.0,9,40.90,A. Turcotte,,,,,,
3006,Red Oak - Sugar Maple Forest,1991,11.00,Late,2018,COGR,1.0,9,40.90,A. Turcotte,,,,,,
3007,Red Oak - Sugar Maple Forest,1991,11.00,Late,2018,NOCA,1.0,9,40.90,A. Turcotte,,,,,,
3008,Red Oak - Sugar Maple Forest,1991,11.00,Late,2018,WITU,1.0,9,40.90,A. Turcotte,,,,,,
3009,Red Oak - Sugar Maple Forest,1991,11.00,Late,2018,YBCU,1.0,9,40.90,A. Turcotte,,,,,,
3010,Red Oak - Sugar Maple Forest,1991,11.00,Late,2018,YTVI,1.0,9,40.90,A. Turcotte,,,,,,
3011,Red Oak - Sugar Maple Forest,1991,11.00,Late,2018,SOSP,0.5,9,40.90,A. Turcotte,,,,,,
3012,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2018,WITU,+,9,43.07,C. Turcotte,,,,,,
3013,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2018,YWAR,37.5,9,43.07,C. Turcotte,,,,,,
3014,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2018,HOWR,16.0,9,43.07,C. Turcotte,,,,,,
3015,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2018,REVI,15.0,9,43.07,C. Turcotte,,,,,,
3016,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2018,RWBL,15.0,9,43.07,C. Turcotte,,,,,,
3017,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2018,COYE,11.5,9,43.07,C. Turcotte,,,,,,
3018,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2018,GRCA,11.0,9,43.07,C. Turcotte,,,,,,
3019,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2018,WAVI,10.0,9,43.07,C. Turcotte,,,,,,
3020,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2018,EAWP,8.5,9,43.07,C. Turcotte,,,,,,
3021,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2018,BAOR,7.0,9,43.07,C. Turcotte,,,,,,
3022,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2018,SOSP,7.0,9,43.07,C. Turcotte,,,,,,
3023,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2018,EAKI,6.0,9,43.07,C. Turcotte,,,,,,
3024,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2018,BGGN,4.0,9,43.07,C. Turcotte,,,,,,
3025,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2018,EUST,4.0,9,43.07,C. Turcotte,,,,,,
3026,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2018,TRES,4.0,9,43.07,C. Turcotte,,,,,,
3027,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2018,INBU,3.0,9,43.07,C. Turcotte,,,,,,
3028,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2018,YSFL,3.0,9,43.07,C. Turcotte,,,,,,
3029,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2018,AMRE,2.5,9,43.07,C. Turcotte,,,,,,
3030,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2018,BHCO,2.0,9,43.07,C. Turcotte,,,,,,
3031,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2018,CHSW,2.0,9,43.07,C. Turcotte,,,,,,
3032,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2018,DOWO,2.0,9,43.07,C. Turcotte,,,,,,
3033,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2018,GCFL,2.0,9,43.07,C. Turcotte,,,,,,
3034,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2018,MODO,2.0,9,43.07,C. Turcotte,,,,,,
3035,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2018,NOCA,2.0,9,43.07,C. Turcotte,,,,,,
3036,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2018,RBWO,2.0,9,43.07,C. Turcotte,,,,,,
3037,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2018,WBNU,2.0,9,43.07,C. Turcotte,,,,,,
3038,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2018,YBCU,2.0,9,43.07,C. Turcotte,,,,,,
3039,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2018,EWPW,1.5,9,43.07,C. Turcotte,,,,,,
3040,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2018,AMRO,1.0,9,43.07,C. Turcotte,,,,,,
3041,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2018,AMWO,1.0,9,43.07,C. Turcotte,,,,,,
3042,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2018,BCCH,1.0,9,43.07,C. Turcotte,,,,,,
3043,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2018,COGR,1.0,9,43.07,C. Turcotte,,,,,,
3044,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2018,OROR,1.0,9,43.07,C. Turcotte,,,,,,
3045,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2018,RHWO,1.0,9,43.07,C. Turcotte,,,,,,
3046,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2018,RTHA,1.0,9,43.07,C. Turcotte,,,,,,
3047,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2018,YTVI,1.0,9,43.07,C. Turcotte,,,,,,
3048,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2018,EABL,0.5,9,43.07,C. Turcotte,,,,,,
3049,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2018,WIFL,0.5,9,43.07,C. Turcotte,,,,,,
3050,Sedge - Tamarack Dune Pond,1991,10.00,Middle,2018,GCFL,+,9,33.07,B. Fried,,,,,,
3051,Sedge - Tamarack Dune Pond,1991,10.00,Middle,2018,YWAR,17.5,9,33.07,B. Fried,,,,,,
3052,Sedge - Tamarack Dune Pond,1991,10.00,Middle,2018,RWBL,16.0,9,33.07,B. Fried,,,,,,
3053,Sedge - Tamarack Dune Pond,1991,10.00,Middle,2018,COYE,14.0,9,33.07,B. Fried,,,,,,
3054,Sedge - Tamarack Dune Pond,1991,10.00,Middle,2018,SOSP,9.0,9,33.07,B. Fried,,,,,,
3055,Sedge - Tamarack Dune Pond,1991,10.00,Middle,2018,EATO,7.0,9,33.07,B. Fried,,,,,,
3056,Sedge - Tamarack Dune Pond,1991,10.00,Middle,2018,CHSP,5.0,9,33.07,B. Fried,,,,,,
3057,Sedge - Tamarack Dune Pond,1991,10.00,Middle,2018,FISP,5.0,9,33.07,B. Fried,,,,,,
3058,Sedge - Tamarack Dune Pond,1991,10.00,Middle,2018,BRTH,4.0,9,33.07,B. Fried,,,,,,
3059,Sedge - Tamarack Dune Pond,1991,10.00,Middle,2018,HOWR,4.0,9,33.07,B. Fried,,,,,,
3060,Sedge - Tamarack Dune Pond,1991,10.00,Middle,2018,MODO,4.0,9,33.07,B. Fried,,,,,,
3061,Sedge - Tamarack Dune Pond,1991,10.00,Middle,2018,BAOR,3.0,9,33.07,B. Fried,,,,,,
3062,Sedge - Tamarack Dune Pond,1991,10.00,Middle,2018,EAKI,3.0,9,33.07,B. Fried,,,,,,
3063,Sedge - Tamarack Dune Pond,1991,10.00,Middle,2018,TRES,3.0,9,33.07,B. Fried,,,,,,
3064,Sedge - Tamarack Dune Pond,1991,10.00,Middle,2018,AMRO,2.0,9,33.07,B. Fried,,,,,,
3065,Sedge - Tamarack Dune Pond,1991,10.00,Middle,2018,OROR,2.0,9,33.07,B. Fried,,,,,,
3066,Sedge - Tamarack Dune Pond,1991,10.00,Middle,2018,PBGR,2.0,9,33.07,B. Fried,,,,,,
3067,Sedge - Tamarack Dune Pond,1991,10.00,Middle,2018,WAVI,2.0,9,33.07,B. Fried,,,,,,
3068,Sedge - Tamarack Dune Pond,1991,10.00,Middle,2018,AMGO,1.0,9,33.07,B. Fried,,,,,,
3069,Sedge - Tamarack Dune Pond,1991,10.00,Middle,2018,BCCH,1.0,9,33.07,B. Fried,,,,,,
3070,Sedge - Tamarack Dune Pond,1991,10.00,Middle,2018,COGR,1.0,9,33.07,B. Fried,,,,,,
3071,Sedge - Tamarack Dune Pond,1991,10.00,Middle,2018,HOME,1.0,9,33.07,B. Fried,,,,,,
3072,Sedge - Tamarack Dune Pond,1991,10.00,Middle,2018,MAWR,1.0,9,33.07,B. Fried,,,,,,
3073,Sedge - Tamarack Dune Pond,1991,10.00,Middle,2018,YSFL,1.0,9,33.07,B. Fried,,,,,,
3074,Sedge - Tamarack Dune Pond,1991,10.00,Middle,2018,VIRA,1.0,9,33.07,B. Fried,,,,,,
3075,Sedge - Tamarack Dune Pond,1991,10.00,Middle,2018,YBCU,1.0,9,33.07,B. Fried,,,,,,
3076,Sedge - Tamarack Dune Pond,1991,10.00,Middle,2018,BLJA,0.5,9,33.07,B. Fried,,,,,,
3077,Red Ash - Red Oak Savannah,1991,10.25,Late,2019,BRTH, +,9,38.32,K. Cameron,,,,,,
3078,Red Ash - Red Oak Savannah,1991,10.25,Late,2019,SORA, +,9,38.32,K. Cameron,,,,,,
3079,Red Ash - Red Oak Savannah,1991,10.25,Late,2019,WODU, +,9,38.32,K. Cameron,,,,,,
3080,Red Ash - Red Oak Savannah,1991,10.25,Late,2019,RWBL,22.0,9,38.32,K. Cameron,,,,,,
3081,Red Ash - Red Oak Savannah,1991,10.25,Late,2019,COYE,14.0,9,38.32,K. Cameron,,,,,,
3082,Red Ash - Red Oak Savannah,1991,10.25,Late,2019,YWAR,11.5,9,38.32,K. Cameron,,,,,,
3083,Red Ash - Red Oak Savannah,1991,10.25,Late,2019,HOWR,11.0,9,38.32,K. Cameron,,,,,,
3084,Red Ash - Red Oak Savannah,1991,10.25,Late,2019,REVI,5.5,9,38.32,K. Cameron,,,,,,
3085,Red Ash - Red Oak Savannah,1991,10.25,Late,2019,BAOR,4.0,9,38.32,K. Cameron,,,,,,
3086,Red Ash - Red Oak Savannah,1991,10.25,Late,2019,EAKI,4.0,9,38.32,K. Cameron,,,,,,
3087,Red Ash - Red Oak Savannah,1991,10.25,Late,2019,EAWP,4.0,9,38.32,K. Cameron,,,,,,
3088,Red Ash - Red Oak Savannah,1991,10.25,Late,2019,TRES,4.0,9,38.32,K. Cameron,,,,,,
3089,Red Ash - Red Oak Savannah,1991,10.25,Late,2019,WAVI,4.0,9,38.32,K. Cameron,,,,,,
3090,Red Ash - Red Oak Savannah,1991,10.25,Late,2019,GRCA,3.5,9,38.32,K. Cameron,,,,,,
3091,Red Ash - Red Oak Savannah,1991,10.25,Late,2019,COGR,2.5,9,38.32,K. Cameron,,,,,,
3092,Red Ash - Red Oak Savannah,1991,10.25,Late,2019,EWPW,2.5,9,38.32,K. Cameron,,,,,,
3093,Red Ash - Red Oak Savannah,1991,10.25,Late,2019,AMWO,2.0,9,38.32,K. Cameron,,,,,,
3094,Red Ash - Red Oak Savannah,1991,10.25,Late,2019,DOWO,2.0,9,38.32,K. Cameron,,,,,,
3095,Red Ash - Red Oak Savannah,1991,10.25,Late,2019,FISP,2.0,9,38.32,K. Cameron,,,,,,
3096,Red Ash - Red Oak Savannah,1991,10.25,Late,2019,GCFL,2.0,9,38.32,K. Cameron,,,,,,
3097,Red Ash - Red Oak Savannah,1991,10.25,Late,2019,MODO,2.0,9,38.32,K. Cameron,,,,,,
3098,Red Ash - Red Oak Savannah,1991,10.25,Late,2019,YSFL,2.0,9,38.32,K. Cameron,,,,,,
3099,Red Ash - Red Oak Savannah,1991,10.25,Late,2019,AMRO,1.0,9,38.32,K. Cameron,,,,,,
3100,Red Ash - Red Oak Savannah,1991,10.25,Late,2019,BCCH,1.0,9,38.32,K. Cameron,,,,,,
3101,Red Ash - Red Oak Savannah,1991,10.25,Late,2019,BGGN,1.0,9,38.32,K. Cameron,,,,,,
3102,Red Ash - Red Oak Savannah,1991,10.25,Late,2019,CEDW,1.0,9,38.32,K. Cameron,,,,,,
3103,Red Ash - Red Oak Savannah,1991,10.25,Late,2019,EUST,1.0,9,38.32,K. Cameron,,,,,,
3104,Red Ash - Red Oak Savannah,1991,10.25,Late,2019,NOCA,1.0,9,38.32,K. Cameron,,,,,,
3105,Red Ash - Red Oak Savannah,1991,10.25,Late,2019,SOSP,1.0,9,38.32,K. Cameron,,,,,,
3106,Red Ash - Red Oak Savannah,1991,10.25,Late,2019,WBNU,1.0,9,38.32,K. Cameron,,,,,,
3107,Red Ash - Red Oak Savannah,1991,10.25,Late,2019,EATO,0.5,9,38.32,K. Cameron,,,,,,
3108,Red Ash - Red Oak Savannah,1991,10.25,Late,2019,SWSP,0.5,9,38.32,K. Cameron,,,,,,
3109,Red Oak - Ironwood Savannah,1991,12.00,Late,2019,YWAR,35.0,9,42.97,A. Place,,,,,,
3110,Red Oak - Ironwood Savannah,1991,12.00,Late,2019,RWBL,24.0,9,42.97,A. Place,,,,,,
